"site_name","country","date_commissioned","source","lightscore_mean_1000","lightscore_max_1000"
"Mamghar","Mauritania",2013-01-01,"cluber",0.399612610538801,0.482807040214539
"MEDBOUGOU","Mauritania",2009-01-01,"cluber",0.246584272478982,0.406393051147461
"MONGUEL","Mauritania",2009-01-01,"cluber",0.00267744062981312,0.0115975886583328
"N’BEIKE","Mauritania",2009-01-01,"cluber",0.0696162215899676,0.118361122906208
"N’Diago-Ebden","Mauritania",2015-01-01,"cluber",0.0073458771524561,0.183190166950226
"N’Houkara","Mauritania",2000-01-01,"cluber",0.0453183217250349,0.12376680970192
"Nouelki pk40","Mauritania",2000-01-01,"cluber",0,0
"Nuamghar","Mauritania",2000-01-01,"cluber",0.450403407363608,0.579141795635223
"OUALATA","Mauritania",2005-01-01,"cluber",0.466724611451678,0.9457888007164
"RACHID","Mauritania",2005-01-01,"cluber",0,0
"TAGUILALET","Mauritania",2009-01-01,"cluber",0.0156302121193046,0.0931406542658806
"TAMCHEKET","Mauritania",2005-01-01,"cluber",0.999733477865261,1
"TECHTAYE","Mauritania",2010-01-01,"cluber",0.0332027914884843,0.081703320145607
"TICHITT","Mauritania",2005-01-01,"cluber",0.686959208530487,0.999998152256012
"TOUIL","Mauritania",2009-01-01,"cluber",0,0
"WOMPOU","Mauritania",2009-01-01,"cluber",0.0643260035377282,0.1749137789011
"Majaua","Mozambique",2013-01-01,"cluber",0.994974792003632,0.994974792003632
"Médina Gounas","Senegal",2006-01-01,"cluber",0.960510301924305,1
"Baout","Senegal",2007-01-01,"cluber",0.0494527870958502,0.0777115225791931
"Diamiadio","Senegal",2007-01-01,"cluber",0,0
"DIOGANE","Senegal",2012-01-01,"cluber",0.00728713985412352,0.0141188334673643
"Diaoulé","Senegal",2007-01-01,"cluber",0.658931556675169,0.949124455451965
"Ndiebel","Senegal",2007-01-01,"cluber",0.839627729686677,0.999890148639679
"Babadi","Senegal",2012-01-01,"cluber",0.124723650650897,0.153911486268044
"Bani","Senegal",2012-01-01,"cluber",0.201780021002021,0.26396980881691
"Dandone","Senegal",2012-01-01,"cluber",0,0
"Francounda Diola (Bajicounda)","Senegal",2012-01-01,"cluber",0,0
"Niomoune","Senegal",2016-01-01,"cluber",0.100267373598539,0.118059538304806
"Bossinkang","Senegal",2012-01-01,"cluber",0.153796626999974,0.217015698552132
"FALIA","Senegal",2012-01-01,"cluber",0.0981336778289155,0.235250100493431
"MOUNDE","Senegal",2012-01-01,"cluber",0.0876346587602581,0.108022883534431
"Dionewar-Niodor","Senegal",2008-01-01,"cluber",0.915840964207704,0.999983549118042
"Gababé","Senegal",2016-01-01,"cluber",0.534350216388702,0.534350216388702
"Ndellé","Senegal",2008-01-01,"cluber",0.725005910448406,0.911280035972595
"Vélingara","Senegal",2006-01-01,"cluber",1,1
"Assoukoko","Togo",2017-01-01,"cluber",0.964250705122242,0.999999761581421
"Yegue","Togo",2016-01-01,"cluber",0.238364219878401,0.432861924171448
"Sokode","Togo",2016-01-01,"cluber",0.999999998811868,1
"Djarikpanga","Togo",2016-01-01,"cluber",0.957051416238149,0.99325567483902
"Dimori","Togo",2016-01-01,"cluber",0.499046817221898,0.711178064346313
"Dimouri","Togo",2016-01-01,"cluber",0.304028373396043,0.636759519577026
"Kountoum","Togo",2017-01-01,"cluber",0.861442604751298,0.999912261962891
"Mandouri","Togo",2016-01-01,"cluber",0.55510420643765,0.868440508842468
"Kara","Togo",2016-01-01,"cluber",1,1
"Barkoissi","Togo",2016-01-01,"cluber",0.985710152932659,1
"Bavou / Canton d'Ountivou","Togo",2017-01-01,"cluber",0.172370752692223,0.21646086871624
"Kpimé","Togo",2016-01-01,"cluber",0.445391359536544,0.804202258586884
"Ahassome","Togo",2016-01-01,"cluber",0.159676806428112,0.386360824108124
"Djon","Togo",2016-01-01,"cluber",0.0826959272117718,0.115426518023014
"Saligbe","Togo",2016-01-01,"cluber",0.148147063567334,0.294159561395645
"Tado","Togo",2016-01-01,"cluber",0.164658726888384,0.370865821838379
"Kpékplémé","Togo",2016-01-01,"cluber",0.147291465392036,0.455649793148041
"Takpapiéni / Nganbi","Togo",2018-01-01,"cluber",0.288489937782288,0.288489937782288
"Fare","Togo",2016-01-01,"cluber",0.390428105169091,0.563834309577942
"Gando","Togo",2016-01-01,"cluber",0.938746968733853,1
"Mogou","Togo",2016-01-01,"cluber",0.549133475799606,0.762600779533386
"Takpamba","Togo",2016-01-01,"cluber",0.968052939935164,0.975238502025604
"Dapaong","Togo",2016-01-01,"cluber",1,1
"Sabiegou","Togo",2016-01-01,"cluber",0.909955398150068,0.999999821186066
"Kisiizi","Uganda",2009-01-01,"cluber",0.477265243405017,0.818784952163696
"Kabunyata / Kamira","Uganda",2013-01-01,"cluber",0.0546131200919097,0.13825312256813
"Mashaba","Zimbabwe",2016-01-01,"cluber",0.0661141639575362,0.0949939489364624
