site_id,site_name,year_image,year_commissioned,site_type,mean_image_value,median_image_value,group,time_period
8,Barma,2019,2014,Control,0.19738091413195846,0.1861715710270735,0,6
8,Barma,2020,2014,Control,0.22377427749781048,0.26994054228796976,0,7
8,Barma,2021,2014,Control,0.28232198907541683,0.2984838936459052,0,8
8,Barma,2022,2014,Control,0.3064143456700722,0.2793129633546946,0,9
8,Barma,2023,2014,Control,0.34762196696252357,0.3389256797592717,0,10
9,Barmoi Munu,2014,2019,CBIL,0.06792110862132265,0.07130925184882925,6,1
9,Barmoi Munu,2015,2019,CBIL,0.07816573489163678,0.06067099654389735,6,2
9,Barmoi Munu,2016,2019,CBIL,0.05597085992652439,0.051905252021138354,6,3
9,Barmoi Munu,2017,2019,CBIL,0.24164200283064896,0.24528758651210097,6,4
9,Barmoi Munu,2018,2019,CBIL,0.21150461922463332,0.2664915145891905,6,5
9,Barmoi Munu,2019,2019,CBIL,0.17451910176507393,0.17414638065915006,6,6
9,Barmoi Munu,2020,2019,CBIL,0.24726258491170117,0.2781737992237082,6,7
9,Barmoi Munu,2021,2019,CBIL,0.32421147203084333,0.3103798096963045,6,8
9,Barmoi Munu,2022,2019,CBIL,0.28031979335002777,0.2767324834742082,6,9
9,Barmoi Munu,2023,2019,CBIL,0.2652499955492248,0.2747303054728943,6,10
10,Batkanu,2014,2018,CBIL,0.08779651837535125,0.0822153373054817,5,1
10,Batkanu,2015,2018,CBIL,0.09429415900420192,0.09059522831769395,5,2
10,Batkanu,2016,2018,CBIL,0.05230624957694282,0.02656303527038395,5,3
10,Batkanu,2017,2018,CBIL,0.2525261463487011,0.2740949810390849,5,4
10,Batkanu,2018,2018,CBIL,0.23618425904895865,0.29899886778085033,5,5
10,Batkanu,2019,2018,CBIL,0.18220531370309972,0.19400597594214491,5,6
10,Batkanu,2020,2018,CBIL,0.24254238545888063,0.2579726407552247,5,7
10,Batkanu,2021,2018,CBIL,0.3081935340516174,0.3017338859370775,5,8
10,Batkanu,2022,2018,CBIL,0.2829309805431306,0.28982548044191064,5,9
10,Batkanu,2023,2018,CBIL,0.29653539381805344,0.3016128991509746,5,10
11,Bewabu,2014,2014,Control,0.09093517734423953,0.09957380689430839,0,1
11,Bewabu,2015,2014,Control,0.12399453148148964,0.1289907125461626,0,2
11,Bewabu,2016,2014,Control,0.05943940398216737,0.04164566509678425,0,3
11,Bewabu,2017,2014,Control,0.23597936554166554,0.21849507949318064,0,4
11,Bewabu,2018,2014,Control,0.2625657258575379,0.29167166317531346,0,5
11,Bewabu,2019,2014,Control,0.18057276027748445,0.19604733316671324,0,6
11,Bewabu,2020,2014,Control,0.2342070569854736,0.2752663432369161,0,7
11,Bewabu,2021,2014,Control,0.30869032518170425,0.3198776696283406,0,8
11,Bewabu,2022,2014,Control,0.29277749420383575,0.31494676163685864,0,9
11,Bewabu,2023,2014,Control,0.3423083676168842,0.3432356763838216,0,10
12,Blama,2014,2014,Control,0.0923876600151752,0.0973433059306564,0,1
12,Blama,2015,2014,Control,0.12560283047347848,0.14468237054019864,0,2
12,Blama,2016,2014,Control,0.09202287402871331,0.07860541486025796,0,3
12,Blama,2017,2014,Control,0.23747662181032878,0.24087094107736118,0,4
12,Blama,2018,2014,Control,0.25579749933660695,0.2890482793973541,0,5
12,Blama,2019,2014,Control,0.17929207641498338,0.21498571506900074,0,6
12,Blama,2020,2014,Control,0.2252689918188878,0.2789632967772861,0,7
12,Blama,2021,2014,Control,0.32723445937839485,0.3422668439349343,0,8
12,Blama,2022,2014,Control,0.294858896080905,0.30843794986891065,0,9
12,Blama,2023,2014,Control,0.3957810750542828,0.3477484611305899,0,10
13,Buedu,2014,2022,PowerGen,0.06752298762973784,0.05496821389855565,9,1
13,Buedu,2015,2022,PowerGen,0.13824607661450322,0.1194546151024251,9,2
13,Buedu,2016,2022,PowerGen,0.08848055604845446,0.09057127822216116,9,3
13,Buedu,2017,2022,PowerGen,0.25504384110185596,0.2797032329432134,9,4
13,Buedu,2018,2022,PowerGen,0.24478045211138044,0.2705920447186549,9,5
13,Buedu,2019,2022,PowerGen,0.21812048140138246,0.2269524289108254,9,6
13,Buedu,2020,2022,PowerGen,0.25114325812646876,0.2992374890612685,9,7
13,Buedu,2021,2022,PowerGen,0.4158859000470001,0.38407750311019506,9,8
13,Buedu,2022,2022,PowerGen,0.3375754063807936,0.33434069983158565,9,9
13,Buedu,2023,2022,PowerGen,0.369677991257646,0.3470946559072126,9,10
14,Bumpeh,2014,2019,PowerGen,0.05716733976762312,0.0407516020315901,6,1
14,Bumpeh,2015,2019,PowerGen,0.08701215597331993,0.09642983009765975,6,2
14,Bumpeh,2016,2019,PowerGen,0.07746000686521429,0.09573194986741926,6,3
14,Bumpeh,2017,2019,PowerGen,0.2564233750855353,0.263224115568819,6,4
14,Bumpeh,2018,2019,PowerGen,0.2750557858294259,0.25927816852820945,6,5
14,Bumpeh,2019,2019,PowerGen,0.1763974830228783,0.18608347725716914,6,6
14,Bumpeh,2020,2019,PowerGen,0.2240877416006518,0.29139171207622006,6,7
14,Bumpeh,2021,2019,PowerGen,0.33496737647697,0.3253315201572248,6,8
14,Bumpeh,2022,2019,PowerGen,0.34083437556327606,0.3475253984122166,6,9
14,Bumpeh,2023,2019,PowerGen,0.3806690194619971,0.3810594676485175,6,10
15,Conakry Dee,2014,2019,CBIL,0.07816754195960092,0.07173531756921794,6,1
15,Conakry Dee,2015,2019,CBIL,0.08916732856281265,0.05921620292083665,6,2
15,Conakry Dee,2016,2019,CBIL,0.06940449650211156,0.03256932605406955,6,3
15,Conakry Dee,2017,2019,CBIL,0.23828058584589346,0.23126948568765948,6,4
15,Conakry Dee,2018,2019,CBIL,0.22143091002820234,0.2540004632265092,6,5
15,Conakry Dee,2019,2019,CBIL,0.19730590825228372,0.17164027766311019,6,6
15,Conakry Dee,2020,2019,CBIL,0.253939674049044,0.26824496824773003,6,7
15,Conakry Dee,2021,2019,CBIL,0.34042011646264236,0.33461825700276493,6,8
15,Conakry Dee,2022,2019,CBIL,0.3023461465279476,0.32587156514291526,6,9
15,Conakry Dee,2023,2019,CBIL,0.3332289065941114,0.3336727610461013,6,10
16,Dankawali,2014,2014,Control,0.16569033097273395,0.05527702039432525,0,1
16,Dankawali,2015,2014,Control,0.13735961285911766,0.11029019808045185,0,2
16,Dankawali,2016,2014,Control,0.07374610978777515,0.09135191704058765,0,3
16,Dankawali,2017,2014,Control,0.27370995619524996,0.266617792957185,0,4
16,Dankawali,2018,2014,Control,0.27882001221860847,0.2838868139615691,0,5
16,Dankawali,2019,2014,Control,0.21460583408622697,0.1918026834477679,0,6
16,Dankawali,2020,2014,Control,0.2704328905630886,0.28358711596370934,0,7
16,Dankawali,2021,2014,Control,0.30722620633844316,0.3124581417730947,0,8
16,Dankawali,2022,2014,Control,0.31912712234744905,0.3441185800498844,0,9
16,Dankawali,2023,2014,Control,0.3092620266661724,0.3085566946360429,0,10
17,Dia,2014,2019,PowerGen,0.16767246894137317,0.11242600969598081,6,1
17,Dia,2015,2019,PowerGen,0.13438075147018716,0.11767313081101535,6,2
17,Dia,2016,2019,PowerGen,0.08188061109771001,0.07426545719563496,6,3
17,Dia,2017,2019,PowerGen,0.2519284883103026,0.2684519752895162,6,4
17,Dia,2018,2019,PowerGen,0.2871845379328381,0.295018028540896,6,5
17,Dia,2019,2019,PowerGen,0.21153243801213018,0.1668245920903523,6,6
17,Dia,2020,2019,PowerGen,0.24345440538238491,0.24746612641450655,6,7
17,Dia,2021,2019,PowerGen,0.3157152416876225,0.3109809893608046,6,8
17,Dia,2022,2019,PowerGen,0.3055573891389279,0.3333434616357144,6,9
17,Dia,2023,2019,PowerGen,0.2760665613650014,0.3533340107322244,6,10
18,Foindu,2014,2014,Control,0.09053392865828093,0.07826201752955886,0,1
18,Foindu,2015,2014,Control,0.12533070510357783,0.13839494126076,0,2
18,Foindu,2016,2014,Control,0.055390390308008165,0.03717462898175925,0,3
18,Foindu,2017,2014,Control,0.23800827962399354,0.25355410822803187,0,4
18,Foindu,2018,2014,Control,0.2731482741960107,0.2883994255785448,0,5
18,Foindu,2019,2014,Control,0.15823046286252634,0.1695586523311215,0,6
18,Foindu,2020,2014,Control,0.31590434493624675,0.312799519459218,0,7
18,Foindu,2021,2014,Control,0.3192560815913237,0.32274700244777005,0,8
18,Foindu,2022,2014,Control,0.3121820808499437,0.31954148837841967,0,9
18,Foindu,2023,2014,Control,0.3621943567351425,0.3931650750106659,0,10
19,Foredugu,2014,2021,CBIL,0.16082490413787187,0.12219738168664915,8,1
19,Foredugu,2015,2021,CBIL,0.17396562937476268,0.16179937638228548,8,2
19,Foredugu,2016,2021,CBIL,0.11393531694053016,0.10746351553298344,8,3
19,Foredugu,2017,2021,CBIL,0.3139902577421567,0.3276299059000628,8,4
19,Foredugu,2018,2021,CBIL,0.2920126447795689,0.310202881286351,8,5
19,Foredugu,2019,2021,CBIL,0.19533247197812062,0.18961355253926826,8,6
19,Foredugu,2020,2021,CBIL,0.26897412214350425,0.33017253327840235,8,7
19,Foredugu,2021,2021,CBIL,0.32266115339226675,0.32280780774788953,8,8
19,Foredugu,2022,2021,CBIL,0.34032612966636727,0.3399539616852354,8,9
19,Foredugu,2023,2021,CBIL,0.3725601802423361,0.3325681828457748,8,10
20,Futa Pejeh,2014,2019,PowerGen,0.06439743978232462,0.0174922102097933,6,1
20,Futa Pejeh,2015,2019,PowerGen,0.10396164315417672,0.10353856896519775,6,2
20,Futa Pejeh,2016,2019,PowerGen,0.07131827524099146,0.056390454012043706,6,3
20,Futa Pejeh,2017,2019,PowerGen,0.23626703133178062,0.23746669518368196,6,4
20,Futa Pejeh,2018,2019,PowerGen,0.2650987430463886,0.2866825422199531,6,5
20,Futa Pejeh,2019,2019,PowerGen,0.18843151798107693,0.19754115330147676,6,6
20,Futa Pejeh,2020,2019,PowerGen,0.2545099496140839,0.28620939283019264,6,7
20,Futa Pejeh,2021,2019,PowerGen,0.33685334926473354,0.3291515898088305,6,8
20,Futa Pejeh,2022,2019,PowerGen,0.32611747230816523,0.3294499320197113,6,9
20,Futa Pejeh,2023,2019,PowerGen,0.37178147415301216,0.382798706034688,6,10
21,Gandorhun,2014,2019,PowerGen,0.05952638633050023,0.03628390213926965,6,1
21,Gandorhun,2014,2021,CBIL,0.05952638633050023,0.03628390213926965,8,1
21,Gandorhun,2015,2019,PowerGen,0.11106176456547388,0.08358210541128006,6,2
21,Gandorhun,2015,2021,CBIL,0.11106176456547388,0.08358210541128006,8,2
21,Gandorhun,2016,2019,PowerGen,0.07898444460854302,0.050034155263872546,6,3
21,Gandorhun,2016,2021,CBIL,0.07898444460854302,0.050034155263872546,8,3
21,Gandorhun,2017,2019,PowerGen,0.26073045368642667,0.25980699844395244,6,4
21,Gandorhun,2017,2021,CBIL,0.26073045368642667,0.25980699844395244,8,4
21,Gandorhun,2018,2019,PowerGen,0.2703829602381769,0.27551986905290693,6,5
21,Gandorhun,2018,2021,CBIL,0.2703829602381769,0.27551986905290693,8,5
21,Gandorhun,2019,2019,PowerGen,0.20485151451524045,0.18966877894787432,6,6
21,Gandorhun,2019,2021,CBIL,0.20485151451524045,0.18966877894787432,8,6
21,Gandorhun,2020,2019,PowerGen,0.27854855060030376,0.2707438300647504,6,7
21,Gandorhun,2020,2021,CBIL,0.27854855060030376,0.2707438300647504,8,7
21,Gandorhun,2021,2019,PowerGen,0.29592995897787044,0.28891797408089503,6,8
21,Gandorhun,2021,2021,CBIL,0.29592995897787044,0.28891797408089503,8,8
21,Gandorhun,2022,2019,PowerGen,0.3079790513215926,0.3242707034609288,6,9
21,Gandorhun,2022,2021,CBIL,0.3079790513215926,0.3242707034609288,8,9
21,Gandorhun,2023,2019,PowerGen,0.30125470288417805,0.3378295510365402,6,10
21,Gandorhun,2023,2021,CBIL,0.30125470288417805,0.3378295510365402,8,10
22,Gba,2014,2014,Control,0.07034710036214158,0.05166867104226315,0,1
22,Gba,2015,2014,Control,0.09625094549228948,0.09332247528692586,0,2
22,Gba,2016,2014,Control,0.07818389529371352,0.07901182060584741,0,3
22,Gba,2017,2014,Control,0.24880192553776465,0.2358581418885654,0,4
22,Gba,2018,2014,Control,0.2575812353137355,0.26756632020314736,0,5
22,Gba,2019,2014,Control,0.19287993573857304,0.2016687549192609,0,6
22,Gba,2020,2014,Control,0.25872570649469945,0.2801590180689115,0,7
22,Gba,2021,2014,Control,0.3411116048450437,0.3513314792377711,0,8
22,Gba,2022,2014,Control,0.28877640518684394,0.3201534809912172,0,9
22,Gba,2023,2014,Control,0.3149211306208448,0.3292397410893786,0,10
23,Gbalahun (Balahun),2014,2014,Control,0.09895961280522844,0.10491234799326471,0,1
23,Gbalahun (Balahun),2015,2014,Control,0.12014251704424002,0.1230458792039741,0,2
23,Gbalahun (Balahun),2016,2014,Control,0.0609832281904281,0.04039107949507665,0,3
23,Gbalahun (Balahun),2017,2014,Control,0.25035670943317845,0.27778565538981037,0,4
23,Gbalahun (Balahun),2018,2014,Control,0.2722817079228924,0.30716369515381314,0,5
23,Gbalahun (Balahun),2019,2014,Control,0.19640368784720114,0.18940618930942854,0,6
23,Gbalahun (Balahun),2020,2014,Control,0.27910443639972055,0.28984573354488075,0,7
23,Gbalahun (Balahun),2021,2014,Control,0.3121584323232509,0.30872135697959874,0,8
23,Gbalahun (Balahun),2022,2014,Control,0.32325687628229066,0.3121770712850006,0,9
23,Gbalahun (Balahun),2023,2014,Control,0.4742641151541791,0.5062524686783391,0,10
24,Gbap,2014,2019,PowerGen,0.08340051817568662,0.0789427598749659,6,1
24,Gbap,2014,2021,CBIL,0.08339712617637576,0.0788565263377181,8,1
24,Gbap,2015,2019,PowerGen,0.09596931596288569,0.0947430351069561,6,2
24,Gbap,2015,2021,CBIL,0.09599529460858858,0.094855356717724,8,2
24,Gbap,2016,2019,PowerGen,0.06845277501475316,0.0375288256858963,6,3
24,Gbap,2016,2021,CBIL,0.06844908795852332,0.03748882912007935,8,3
24,Gbap,2017,2019,PowerGen,0.243536992644213,0.23305547413083466,6,4
24,Gbap,2017,2021,CBIL,0.24352184051691378,0.23299104957478212,8,4
24,Gbap,2018,2019,PowerGen,0.23840725560431963,0.2566828948253185,6,5
24,Gbap,2018,2021,CBIL,0.23843271135130956,0.2567316724699016,8,5
24,Gbap,2019,2019,PowerGen,0.17924845953342836,0.16208328539806954,6,6
24,Gbap,2019,2021,CBIL,0.1792529511492958,0.16206019596039106,8,6
24,Gbap,2020,2019,PowerGen,0.25470207564446457,0.28323562909178285,6,7
24,Gbap,2020,2021,CBIL,0.25470966339530843,0.2833476175606084,8,7
24,Gbap,2021,2019,PowerGen,0.2875293213387589,0.29646265622616724,6,8
24,Gbap,2021,2021,CBIL,0.28747847755475986,0.2964248639901599,8,8
24,Gbap,2022,2019,PowerGen,0.32088636277617677,0.32992828840045807,6,9
24,Gbap,2022,2021,CBIL,0.32094403018255757,0.3298778605216133,8,9
24,Gbap,2023,2019,PowerGen,0.3323781821511591,0.3255602940239373,6,10
24,Gbap,2023,2021,CBIL,0.33239103610895326,0.3252257783312851,8,10
25,Gbenti,2014,2014,Control,0.05159438418773599,0.02688543427802765,0,1
25,Gbenti,2015,2014,Control,0.09311677488178348,0.09218963794446741,0,2
25,Gbenti,2016,2014,Control,0.04755971695287398,0.02719672183198015,0,3
25,Gbenti,2017,2014,Control,0.23770996958820048,0.25528651289993476,0,4
25,Gbenti,2018,2014,Control,0.2240799774138844,0.2738495029618772,0,5
25,Gbenti,2019,2014,Control,0.18537258342220253,0.20457279110853754,0,6
25,Gbenti,2020,2014,Control,0.2690156500545443,0.2608108514858156,0,7
25,Gbenti,2021,2014,Control,0.31081518229504435,0.3102728476961491,0,8
25,Gbenti,2022,2014,Control,0.3387403074004767,0.34100514112989067,0,9
25,Gbenti,2023,2014,Control,0.2152893702357038,0.2712723263393723,0,10
26,Gberia Fotombu,2014,2014,Control,0.08309431441034504,0.08765848746410125,0,1
26,Gberia Fotombu,2015,2014,Control,0.07265302257379147,0.07168870493694425,0,2
26,Gberia Fotombu,2016,2014,Control,0.07637554009708357,0.0415977062832386,0,3
26,Gberia Fotombu,2017,2014,Control,0.2681244475588839,0.26909837262767583,0,4
26,Gberia Fotombu,2018,2014,Control,0.23506610168793768,0.24070752342477594,0,5
26,Gberia Fotombu,2019,2014,Control,0.21499073982846567,0.15664591945068715,0,6
26,Gberia Fotombu,2020,2014,Control,0.27017352807109923,0.28113539745772936,0,7
26,Gberia Fotombu,2021,2014,Control,0.3404138800207235,0.3110252457962562,0,8
26,Gberia Fotombu,2022,2014,Control,0.2830336587043145,0.2939660719231092,0,9
26,Gberia Fotombu,2023,2014,Control,0.34111490781361475,0.3483684127755362,0,10
27,Gboijibu,2014,2021,PowerGen,0.06398448211074798,0.0539449223769146,8,1
27,Gboijibu,2015,2021,PowerGen,0.15932651043478668,0.15840877213327148,8,2
27,Gboijibu,2016,2021,PowerGen,0.08714314061492383,0.0757258792508006,8,3
27,Gboijibu,2017,2021,PowerGen,0.24082770294521808,0.2575054740802344,8,4
27,Gboijibu,2018,2021,PowerGen,0.28012272466470434,0.29588804331591667,8,5
27,Gboijibu,2019,2021,PowerGen,0.20807702416656562,0.20855405977134905,8,6
27,Gboijibu,2020,2021,PowerGen,0.22873059683258815,0.2570849946797858,8,7
27,Gboijibu,2021,2021,PowerGen,0.34304674868728324,0.3423207493110399,8,8
27,Gboijibu,2022,2021,PowerGen,0.34366774376170706,0.33150571872504286,8,9
27,Gboijibu,2023,2021,PowerGen,0.39530146017038637,0.36814566978422397,8,10
28,Gbonkomaria,2014,2014,Control,0.0692648771899478,0.05525635257879964,0,1
28,Gbonkomaria,2015,2014,Control,0.08579275731168765,0.061020657459932806,0,2
28,Gbonkomaria,2016,2014,Control,0.0524918421862285,0.02001008719501995,0,3
28,Gbonkomaria,2017,2014,Control,0.2199537273603801,0.22864071940925335,0,4
28,Gbonkomaria,2018,2014,Control,0.23138278508887525,0.2649586318443362,0,5
28,Gbonkomaria,2019,2014,Control,0.19336079031700407,0.20450679438604585,0,6
28,Gbonkomaria,2020,2014,Control,0.22586550788662377,0.25192420329652887,0,7
28,Gbonkomaria,2021,2014,Control,0.27285033557668553,0.3169078051531752,0,8
28,Gbonkomaria,2022,2014,Control,0.2764209580503281,0.26999753242496116,0,9
28,Gbonkomaria,2023,2014,Control,0.3534660922705754,0.3611182107698714,0,10
29,Gbundapi,2014,2014,Control,0.0840709807733039,0.08389192161631395,0,1
29,Gbundapi,2015,2014,Control,0.09855018386148405,0.0928117638096603,0,2
29,Gbundapi,2016,2014,Control,0.09098832773943752,0.0674728527494908,0,3
29,Gbundapi,2017,2014,Control,0.2565807894245644,0.2295696999606952,0,4
29,Gbundapi,2018,2014,Control,0.26282640524148504,0.3118386164153817,0,5
29,Gbundapi,2019,2014,Control,0.1860116705307962,0.17366746288468735,0,6
29,Gbundapi,2020,2014,Control,0.26143272262787015,0.28662857617241894,0,7
29,Gbundapi,2021,2014,Control,0.2994141916142525,0.3214635782179893,0,8
29,Gbundapi,2022,2014,Control,0.292042848652399,0.2922404763247446,0,9
29,Gbundapi,2023,2014,Control,0.3654581869732705,0.3441317082646011,0,10
30,Gegbwema,2014,2021,PowerGen,0.0687669988862963,0.0695516654196511,8,1
30,Gegbwema,2015,2021,PowerGen,0.12653302036049432,0.12801477433695724,8,2
30,Gegbwema,2016,2021,PowerGen,0.08449741420338779,0.0994369922002825,8,3
30,Gegbwema,2017,2021,PowerGen,0.2418660183715114,0.2501578349589711,8,4
30,Gegbwema,2018,2021,PowerGen,0.2758485105219878,0.30645891570384104,8,5
30,Gegbwema,2019,2021,PowerGen,0.19571925947889857,0.21043487819343681,8,6
30,Gegbwema,2020,2021,PowerGen,0.31643973402631936,0.2635024783720365,8,7
30,Gegbwema,2021,2021,PowerGen,0.28661909992037754,0.3343620358004576,8,8
30,Gegbwema,2022,2021,PowerGen,0.32512031413951975,0.3217077499140481,8,9
30,Gegbwema,2023,2021,PowerGen,0.32846762459671835,0.3203674261330136,8,10
31,Giehun,2014,2014,Control,0.08446306874272455,0.07533255144303586,0,1
31,Giehun,2015,2014,Control,0.1199078854449335,0.08548608777419225,0,2
31,Giehun,2016,2014,Control,0.06875797100331296,0.06329734866429329,0,3
31,Giehun,2017,2014,Control,0.239618353486695,0.251414423660874,0,4
31,Giehun,2018,2014,Control,0.26413678016308334,0.31496088028500213,0,5
31,Giehun,2019,2014,Control,0.1802471887475861,0.18356791781310325,0,6
31,Giehun,2020,2014,Control,0.23698436562605785,0.26406122794772485,0,7
31,Giehun,2021,2014,Control,0.30465723757406504,0.3167851963824332,0,8
31,Giehun,2022,2014,Control,0.3143126821035614,0.33959118804984856,0,9
31,Giehun,2023,2014,Control,0.34693781846961935,0.3492073851292426,0,10
32,Gorahun,2014,2014,Control,0.07817620073797034,0.06265131099003465,0,1
32,Gorahun,2014,2021,CBIL,0.07165013094967589,0.057945110481456494,8,1
32,Gorahun,2014,2021,PowerGen,0.07937959800163878,0.0744439441336262,8,1
32,Gorahun,2015,2014,Control,0.1239521035746882,0.13316633424215346,0,2
32,Gorahun,2015,2021,CBIL,0.1108206631296427,0.11848744988156265,8,2
32,Gorahun,2015,2021,PowerGen,0.11369312543269199,0.12258283403738124,8,2
32,Gorahun,2016,2014,Control,0.05992033885009897,0.044310778182454255,0,3
