site_name,site_type,date_commissioned,image_date,image_value,mean_image_value,min_image_value,max_image_value,site_id,year_commissioned,year_image,month_commissioned,month_image,group,time_period
Mogbwemo,PowerGen,2022-08-02,2015-03-01,0.6002110102813326,0.5960110231970064,-0.0713964618708044,1.263418508264817,57,2022,2015,8,3,103,14
Moriba Town,PowerGen,2022-08-13,2015-03-01,0.3682142996762687,0.42728617342138575,-0.24012131164642503,1.0946936584891964,60,2022,2015,8,3,103,14
Njagbwema,PowerGen,2020-10-20,2015-03-01,0.2961083635460513,0.22467567082554252,-0.44273181424226826,0.8920831558933533,62,2020,2015,10,3,81,14
Nyandehun,PowerGen,2022-02-12,2015-03-01,0.2953470846150115,0.22002365523579587,-0.4473838298320149,0.8874311403036066,63,2022,2015,2,3,97,14
Pendembu,PowerGen,2022-06-04,2015-03-01,0.2343679853487463,0.21304465474787537,-0.4543628303199354,0.8804521398156862,65,2022,2015,6,3,101,14
Sahn,PowerGen,2019-07-04,2015-03-01,0.2466335169208145,0.3414348400696568,-0.325972644998154,1.0088423251374676,71,2019,2015,7,3,66,14
Sandaru,PowerGen,2020-10-20,2015-03-01,0.345020371143115,0.19327820902426668,-0.4741292760435441,0.8606856940920775,72,2020,2015,10,3,81,14
Sulima,PowerGen,2021-05-30,2015-03-01,0.3082151969854169,0.20185351447877864,-0.46555397058903214,0.8692609995465894,75,2021,2015,5,3,88,14
Sumbuya,PowerGen,2021-04-25,2015-03-01,0.1894613003362153,0.2136692877651157,-0.45373819730269505,0.8810767728329265,76,2021,2015,4,3,87,14
Tihun,PowerGen,2020-10-20,2015-03-01,0.2295740329263664,0.2608916980795193,-0.4065157869882915,0.92829918314733,77,2020,2015,10,3,81,14
Tikonko,PowerGen,2019-10-27,2015-03-01,0.1421785577131874,0.26621440869737933,-0.40119307637043145,0.93362189376519,78,2019,2015,10,3,69,14
Tombodu,PowerGen,2019-11-10,2015-03-01,0.1858458078561179,0.2083395122674261,-0.4590679728003847,0.8757469973352369,79,2019,2015,11,3,70,14
Manowa,CBIL,2021-12-31,2015-03-01,0.2537503027625712,0.21733383692404665,-0.45007364814376416,0.8847413219918574,53,2021,2015,12,3,95,14
Yiffin,CBIL,2018-03-07,2015-03-01,0.2938231762435176,0.22627645437475408,-0.4411310306930567,0.8936839394425649,193,2018,2015,3,3,50,14
Bafodia,CBIL,2018-03-07,2015-03-01,0.4413242652726107,0.2988122716486288,-0.368595213419182,0.9662197567164396,1,2018,2015,3,3,50,14
Kondembaia,CBIL,2018-03-07,2015-03-01,0.255172423300174,0.21310949071075455,-0.4542979943570562,0.8805169757785654,42,2018,2015,3,3,50,14
Batkanu,CBIL,2018-03-07,2015-03-01,0.2165631850492771,0.1967600968103874,-0.47064738825742336,0.8641675818781982,10,2018,2015,3,3,50,14
Rokonta,CBIL,2018-03-07,2015-03-01,0.249568822467352,0.2411507909859208,-0.42625669408189,0.9085582760537316,68,2018,2015,3,3,50,14
Gorahun,CBIL,2021-12-31,2015-03-01,0.329975661541374,0.21743922316955716,-0.4499682618982536,0.8848467082373679,32,2021,2015,12,3,95,14
Gbap,CBIL,2021-12-31,2015-03-01,0.1505154839815263,0.20363059856647847,-0.4637768865013323,0.8710380836342893,24,2021,2015,12,3,95,14
Gandorhun,CBIL,2021-12-31,2015-03-01,0.2832547038810023,0.2109707125524096,-0.4564367725154011,0.8783781976202204,21,2021,2015,12,3,95,14
Barmoi Munu,CBIL,2019-12-25,2015-03-01,0.1323519321073948,0.18860223372321244,-0.47880525134459834,0.8560097187910232,9,2019,2015,12,3,71,14
Sulima,CBIL,2021-12-31,2015-03-01,0.304156896565968,0.20185351447877864,-0.46555397058903214,0.8692609995465894,75,2021,2015,12,3,95,14
Kayima,CBIL,2021-12-31,2015-03-01,0.2578361717395286,0.2001877730748083,-0.4672197119930024,0.8675952581426192,39,2021,2015,12,3,95,14
Sandaru,CBIL,2021-12-31,2015-03-01,0.3452616242416003,0.19327820902426668,-0.4741292760435441,0.8606856940920775,72,2021,2015,12,3,95,14
Senehun,CBIL,2020-05-09,2015-03-01,0.6089680949214642,0.20811856301103768,-0.4592889220567731,0.8755260480788485,74,2020,2015,5,3,76,14
Foredugu,CBIL,2021-02-14,2015-03-01,0.2980877187483579,0.2516840122484179,-0.41572347281939287,0.9190914973162287,19,2021,2015,2,3,85,14
Conakry Dee,CBIL,2019-09-22,2015-03-01,0.160862612427242,0.20575608259486683,-0.4616514024729439,0.8731635676626777,15,2019,2015,9,3,68,14
Rokupr,CBIL,2022-04-23,2015-03-01,0.1591785898348988,0.20647268063764665,-0.46093480443016416,0.8738801657054573,69,2022,2015,4,3,99,14
Naiagolehun,Control,2014-01-01,2015-04-01,0,0.20980784038595685,-0.45759964468185393,0.8772153254537676,61,2014,2015,1,4,0,15
Sembehun,Control,2014-01-01,2015-04-01,0,0.21497467141923413,-0.4524328136485767,0.8823821564870449,73,2014,2015,1,4,0,15
Yamoama,Control,2014-01-01,2015-04-01,0.0360043310064444,0.20098921129638816,-0.46641827377142264,0.8683966963641989,192,2014,2015,1,4,0,15
Mamboma,Control,2014-01-01,2015-04-01,0.0187980915789002,0.20987863843866936,-0.4575288466291414,0.8772861235064802,50,2014,2015,1,4,0,15
Patewoma,Control,2014-01-01,2015-04-01,0,0.21044720285168972,-0.45696028221612106,0.8778546879195005,64,2014,2015,1,4,0,15
Gbundapi,Control,2014-01-01,2015-04-01,0.0303314260075565,0.21153146105785275,-0.455876024009958,0.8789389461256636,29,2014,2015,1,4,0,15
Blama,Control,2014-01-01,2015-04-01,0.0489843398752792,0.21404681885299567,-0.4533606662148151,0.8814543039208065,12,2014,2015,1,4,0,15
Yiraia,Control,2014-01-01,2015-04-01,0.0698250211346445,0.2348092512505622,-0.4325982338172486,0.902216736318373,194,2014,2015,1,4,0,15
Gberia Fotombu,Control,2014-01-01,2015-04-01,0.0284951775430164,0.22516500291952565,-0.4422424821482851,0.8925724879873365,26,2014,2015,1,4,0,15
Mandia,Control,2014-01-01,2015-04-01,0.0250890072856788,0.2515657729804531,-0.4158417120873577,0.918973258048264,51,2014,2015,1,4,0,15
Kania,Control,2014-01-01,2015-04-01,0.0520691803099021,0.21756827604512796,-0.4498392090226828,0.8849757611129387,36,2014,2015,1,4,0,15
Dankawali,Control,2014-01-01,2015-04-01,0.045495789086337,0.23144205845238547,-0.4359654266154253,0.8988495435201962,16,2014,2015,1,4,0,15
Gorahun,Control,2014-01-01,2015-04-01,0.0529472680868406,0.21743922316955716,-0.4499682618982536,0.8848467082373679,32,2014,2015,1,4,0,15
Baiima,Control,2014-01-01,2015-04-01,0.0558812027201715,0.2795124608839537,-0.3878950241838571,0.9469199459517644,2,2014,2015,1,4,0,15
Foindu,Control,2014-01-01,2015-04-01,0.0288740761307156,0.21696121937381588,-0.450446265693995,0.8843687044416266,18,2014,2015,1,4,0,15
Petema / Sebehun,Control,2014-01-01,2015-04-01,0.0414119006856643,0.2118070545989132,-0.45560043046889753,0.879214539666724,66,2014,2015,1,4,0,15
Wilima,Control,2014-01-01,2015-04-01,0.050103580089863,0.2085201804632121,-0.4588873046045987,0.8759276655310229,191,2014,2015,1,4,0,15
Gba,Control,2014-01-01,2015-04-01,0.0213437574991615,0.20926088623242856,-0.4581465988353822,0.8766683713002393,22,2014,2015,1,4,0,15
Mende,Control,2014-01-01,2015-04-01,0.047697107738975,0.20990919190223475,-0.457498293165576,0.8773166769700456,55,2014,2015,1,4,0,15
Giehun,Control,2014-01-01,2015-04-01,0.0431431480895493,0.2081362712550802,-0.4592712138127306,0.8755437563228909,31,2014,2015,1,4,0,15
Gbalahun (Balahun),Control,2014-01-01,2015-04-01,0.043640099530541,0.2282628697057544,-0.4391446153620564,0.8956703547735652,23,2014,2015,1,4,0,15
Konjo,Control,2014-01-01,2015-04-01,0.0866321961284684,0.2160812533645939,-0.4513262317032168,0.8834887384324047,43,2014,2015,1,4,0,15
Bewabu,Control,2014-01-01,2015-04-01,0.026745037461021,0.2061407920811221,-0.46126669298668865,0.8735482771489329,11,2014,2015,1,4,0,15
Baiwala,Control,2014-01-01,2015-04-01,0.0350803419198336,0.22697346577648936,-0.4404340192913214,0.8943809508443001,3,2014,2015,1,4,0,15
Rokel,Control,2014-01-01,2015-04-01,0.0214426448100985,0.1919124845386344,-0.4754950005291764,0.8593199696064452,67,2014,2015,1,4,0,15
Gbonkomaria,Control,2014-01-01,2015-04-01,0.0183915043661813,0.18951066622896476,-0.4778968188388461,0.8569181512967755,28,2014,2015,1,4,0,15
Kasiri,Control,2014-01-01,2015-04-01,0.0172821979933809,0.1817278866226761,-0.48567959844513464,0.8491353716904869,38,2014,2015,1,4,0,15
Matisaw / Buraia,Control,2014-01-01,2015-04-01,0.0288315435575413,0.1855326513997916,-0.4818748336680192,0.8529401364676024,54,2014,2015,1,4,0,15
Magbema,Control,2014-01-01,2015-04-01,0.0401998259235332,0.2313722328212516,-0.4360352522465592,0.8987797178890624,46,2014,2015,1,4,0,15
Makonto,Control,2014-01-01,2015-04-01,0.0944306613274408,0.33888449228642065,-0.32852299278139013,1.0062919773542314,48,2014,2015,1,4,0,15
Maiogbo / Kwabana,Control,2014-01-01,2015-04-01,0.0231869780757016,0.2055943004577281,-0.4618131846100827,0.8730017855255389,47,2014,2015,1,4,0,15
Gbenti,Control,2014-01-01,2015-04-01,0.0259293230962013,0.19270240251493131,-0.47470508255287946,0.8601098875827421,25,2014,2015,1,4,0,15
Tumbu (Kambia),Control,2014-01-01,2015-04-01,0.0255424132491903,0.20354210113582957,-0.4638653839319812,0.8709495862036403,135,2014,2015,1,4,0,15
Barma,Control,2014-01-01,2015-04-01,0.0124812549278219,0.2119771037632396,-0.4554303813045712,0.8793845888310503,8,2014,2015,1,4,0,15
Mondema,Control,2014-01-01,2015-04-01,0.0413505316166644,0.2031284057683129,-0.46427907929949785,0.8705358908361237,59,2014,2015,1,4,0,15
Mokanji,Control,2014-01-01,2015-04-01,0,0.2198297729415649,-0.44757771212624586,0.8872372580093757,58,2014,2015,1,4,0,15
Mamaka,Control,2014-01-01,2015-04-01,0.0246594146122623,0.22251245925429708,-0.4448950258135137,0.8899199443221079,49,2014,2015,1,4,0,15
Roten,Control,2014-01-01,2015-04-01,0.043454424982589,0.26845604267492057,-0.3989514423928902,0.9358635277427314,70,2014,2015,1,4,0,15
Tumbu (W. Area),Control,2014-01-01,2015-04-01,0.3370517654895576,0.38181955165474296,-0.2855879334130678,1.0492270367225538,136,2014,2015,1,4,0,15
Bandajuma Sowa,PowerGen,2019-10-25,2015-04-01,0.049040486472138,0.25538082263099215,-0.4120266624368186,0.9227883076988028,4,2019,2015,10,4,69,15
Bandajuma Yawei,PowerGen,2021-04-18,2015-04-01,0.1512104828326533,0.216293648015281,-0.4511138370525298,0.8837011330830917,5,2021,2015,4,4,87,15
Baoma,PowerGen,2021-04-17,2015-04-01,0.0513476454845667,0.21289726966930164,-0.4545102153985091,0.8803047547371124,6,2021,2015,4,4,87,15
Baomahun,PowerGen,2021-05-30,2015-04-01,0.2129746343530674,0.3822771754514569,-0.2851303096163539,1.0496846605192678,7,2021,2015,5,4,88,15
Buedu,PowerGen,2022-05-21,2015-04-01,0.0481630802506034,0.23281162925496812,-0.43459585581284266,0.9002191143227789,13,2022,2015,5,4,100,15
Bumpeh,PowerGen,2019-07-07,2015-04-01,0,0.21320062643588553,-0.4542068586319252,0.8806081115036963,14,2019,2015,7,4,66,15
Dia,PowerGen,2019-10-20,2015-04-01,0.031086179429461,0.22842277021105545,-0.4389847148567554,0.8958302552788662,17,2019,2015,10,4,69,15
Futa Pejeh,PowerGen,2019-10-27,2015-04-01,0.0175538667491248,0.21282554109436233,-0.4545819439734484,0.8802330261621731,20,2019,2015,10,4,69,15
Gandorhun,PowerGen,2019-10-27,2015-04-01,0.0571405255835475,0.2109707125524096,-0.4564367725154011,0.8783781976202204,21,2019,2015,10,4,69,15
Gbap,PowerGen,2019-11-10,2015-04-01,0.0760287176385306,0.20363059856647847,-0.4637768865013323,0.8710380836342893,24,2019,2015,11,4,70,15
Gboijibu,PowerGen,2021-06-06,2015-04-01,0.0359994236098437,0.22805209115642688,-0.4393553939113839,0.8954595762242377,27,2021,2015,6,4,89,15
Gegbwema,PowerGen,2021-04-18,2015-04-01,0.0335601143035316,0.21737826196425908,-0.4500292231035517,0.8847857470320699,30,2021,2015,4,4,87,15
Gorahun,PowerGen,2021-04-18,2015-04-01,0.0534774780390463,0.21743922316955716,-0.4499682618982536,0.8848467082373679,32,2021,2015,4,4,87,15
Jimmi Gbagbo,PowerGen,2020-01-01,2015-04-01,0,0.21332834363987568,-0.4540791414279351,0.8807358287076865,33,2020,2015,1,4,72,15
Jojoima,PowerGen,2021-06-06,2015-04-01,0.032565753734369,0.22314779742650032,-0.4442596876413104,0.8905552824943112,34,2021,2015,6,4,89,15
Kainkordu,PowerGen,2019-11-03,2015-04-01,0.1006732694294858,0.4053469537070412,-0.26206053136076957,1.072754438774852,35,2019,2015,11,4,70,15
Kaordu,PowerGen,2019-11-10,2015-04-01,0.0440033884387154,0.19720523147377192,-0.4702022535940389,0.8646127165415827,37,2019,2015,11,4,70,15
Kayima,PowerGen,2020-06-25,2015-04-01,0.0447212122211446,0.2001877730748083,-0.4672197119930024,0.8675952581426192,39,2020,2015,6,4,77,15
Koindu,PowerGen,2022-05-21,2015-04-01,0.0190617880695079,0.20860915874123723,-0.4587983263265736,0.876016643809048,40,2022,2015,5,4,100,15
Kombayendeh,PowerGen,2019-11-03,2015-04-01,0.0779921931818309,0.23493759488847848,-0.4324698901793323,0.9023450799562892,41,2019,2015,11,4,70,15
Koribondo,PowerGen,2019-10-27,2015-04-01,0,0.2407009209955026,-0.42670656407230817,0.9081084060633132,44,2019,2015,10,4,69,15
Madina,PowerGen,2019-10-27,2015-04-01,0.0446547948585871,0.2189448533026643,-0.4484626317651465,0.8863523383704751,45,2019,2015,10,4,69,15
Mano Gbongeima,PowerGen,2020-01-26,2015-04-01,0.0190383569773458,0.21456090025180416,-0.4528465848160066,0.881968385319615,52,2020,2015,1,4,72,15
Manowa,PowerGen,2021-07-04,2015-04-01,0.0311607848357641,0.21733383692404665,-0.45007364814376416,0.8847413219918574,53,2021,2015,7,4,90,15
Mobai,PowerGen,2021-07-04,2015-04-01,0.0402870488925617,0.23255172841722324,-0.4348557566505875,0.899959213485034,56,2021,2015,7,4,90,15
Mogbwemo,PowerGen,2022-08-02,2015-04-01,0.4386807093902254,0.5960110231970064,-0.0713964618708044,1.263418508264817,57,2022,2015,8,4,103,15
Moriba Town,PowerGen,2022-08-13,2015-04-01,0.1663879083930289,0.42728617342138575,-0.24012131164642503,1.0946936584891964,60,2022,2015,8,4,103,15
Njagbwema,PowerGen,2020-10-20,2015-04-01,0.0927806808709647,0.22467567082554252,-0.44273181424226826,0.8920831558933533,62,2020,2015,10,4,81,15
Nyandehun,PowerGen,2022-02-12,2015-04-01,0.064841427146182,0.22002365523579587,-0.4473838298320149,0.8874311403036066,63,2022,2015,2,4,97,15
Pendembu,PowerGen,2022-06-04,2015-04-01,0.0282292018115223,0.21304465474787537,-0.4543628303199354,0.8804521398156862,65,2022,2015,6,4,101,15
Sahn,PowerGen,2019-07-04,2015-04-01,0.0438891528987366,0.3414348400696568,-0.325972644998154,1.0088423251374676,71,2019,2015,7,4,66,15
Sandaru,PowerGen,2020-10-20,2015-04-01,0.0348939909862641,0.19327820902426668,-0.4741292760435441,0.8606856940920775,72,2020,2015,10,4,81,15
Sulima,PowerGen,2021-05-30,2015-04-01,0,0.20185351447877864,-0.46555397058903214,0.8692609995465894,75,2021,2015,5,4,88,15
Sumbuya,PowerGen,2021-04-25,2015-04-01,0.0185550760625604,0.2136692877651157,-0.45373819730269505,0.8810767728329265,76,2021,2015,4,4,87,15
Tihun,PowerGen,2020-10-20,2015-04-01,0,0.2608916980795193,-0.4065157869882915,0.92829918314733,77,2020,2015,10,4,81,15
Tikonko,PowerGen,2019-10-27,2015-04-01,0.0143465545955758,0.26621440869737933,-0.40119307637043145,0.93362189376519,78,2019,2015,10,4,69,15
Tombodu,PowerGen,2019-11-10,2015-04-01,0.0374575254805528,0.2083395122674261,-0.4590679728003847,0.8757469973352369,79,2019,2015,11,4,70,15
Manowa,CBIL,2021-12-31,2015-04-01,0.0615436021468651,0.21733383692404665,-0.45007364814376416,0.8847413219918574,53,2021,2015,12,4,95,15
Yiffin,CBIL,2018-03-07,2015-04-01,0.0777228403302698,0.22627645437475408,-0.4411310306930567,0.8936839394425649,193,2018,2015,3,4,50,15
Bafodia,CBIL,2018-03-07,2015-04-01,0.9662197567164396,0.2988122716486288,-0.368595213419182,0.9662197567164396,1,2018,2015,3,4,50,15
Kondembaia,CBIL,2018-03-07,2015-04-01,0.0469702745549683,0.21310949071075455,-0.4542979943570562,0.8805169757785654,42,2018,2015,3,4,50,15
Batkanu,CBIL,2018-03-07,2015-04-01,0.0561630626523394,0.1967600968103874,-0.47064738825742336,0.8641675818781982,10,2018,2015,3,4,50,15
Rokonta,CBIL,2018-03-07,2015-04-01,0.0860244522265118,0.2411507909859208,-0.42625669408189,0.9085582760537316,68,2018,2015,3,4,50,15
Gorahun,CBIL,2021-12-31,2015-04-01,0.0534030440170852,0.21743922316955716,-0.4499682618982536,0.8848467082373679,32,2021,2015,12,4,95,15
Gbap,CBIL,2021-12-31,2015-04-01,0.0759231954113798,0.20363059856647847,-0.4637768865013323,0.8710380836342893,24,2021,2015,12,4,95,15
Gandorhun,CBIL,2021-12-31,2015-04-01,0.0571405255835475,0.2109707125524096,-0.4564367725154011,0.8783781976202204,21,2021,2015,12,4,95,15
Barmoi Munu,CBIL,2019-12-25,2015-04-01,0.0525576936113748,0.18860223372321244,-0.47880525134459834,0.8560097187910232,9,2019,2015,12,4,71,15
Sulima,CBIL,2021-12-31,2015-04-01,0,0.20185351447877864,-0.46555397058903214,0.8692609995465894,75,2021,2015,12,4,95,15
Kayima,CBIL,2021-12-31,2015-04-01,0.0446988845595097,0.2001877730748083,-0.4672197119930024,0.8675952581426192,39,2021,2015,12,4,95,15
Sandaru,CBIL,2021-12-31,2015-04-01,0.0349544300164966,0.19327820902426668,-0.4741292760435441,0.8606856940920775,72,2021,2015,12,4,95,15
Senehun,CBIL,2020-05-09,2015-04-01,0.0379933975774037,0.20811856301103768,-0.4592889220567731,0.8755260480788485,74,2020,2015,5,4,76,15
Foredugu,CBIL,2021-02-14,2015-04-01,0.0812547741257483,0.2516840122484179,-0.41572347281939287,0.9190914973162287,19,2021,2015,2,4,85,15
Conakry Dee,CBIL,2019-09-22,2015-04-01,0.0280411513537148,0.20575608259486683,-0.4616514024729439,0.8731635676626777,15,2019,2015,9,4,68,15
Rokupr,CBIL,2022-04-23,2015-04-01,0.0382705412160981,0.20647268063764665,-0.46093480443016416,0.8738801657054573,69,2022,2015,4,4,99,15
Naiagolehun,Control,2014-01-01,2015-05-01,0,0.20980784038595685,-0.45759964468185393,0.8772153254537676,61,2014,2015,1,5,0,16
Sembehun,Control,2014-01-01,2015-05-01,0,0.21497467141923413,-0.4524328136485767,0.8823821564870449,73,2014,2015,1,5,0,16
Yamoama,Control,2014-01-01,2015-05-01,0,0.20098921129638816,-0.46641827377142264,0.8683966963641989,192,2014,2015,1,5,0,16
Mamboma,Control,2014-01-01,2015-05-01,0.0038945794430431,0.20987863843866936,-0.4575288466291414,0.8772861235064802,50,2014,2015,1,5,0,16
Patewoma,Control,2014-01-01,2015-05-01,0,0.21044720285168972,-0.45696028221612106,0.8778546879195005,64,2014,2015,1,5,0,16
Gbundapi,Control,2014-01-01,2015-05-01,0,0.21153146105785275,-0.455876024009958,0.8789389461256636,29,2014,2015,1,5,0,16
Blama,Control,2014-01-01,2015-05-01,0.0294672207926757,0.21404681885299567,-0.4533606662148151,0.8814543039208065,12,2014,2015,1,5,0,16
Yiraia,Control,2014-01-01,2015-05-01,0,0.2348092512505622,-0.4325982338172486,0.902216736318373,194,2014,2015,1,5,0,16
Gberia Fotombu,Control,2014-01-01,2015-05-01,0.0535350641902137,0.22516500291952565,-0.4422424821482851,0.8925724879873365,26,2014,2015,1,5,0,16
Mandia,Control,2014-01-01,2015-05-01,0.0500828032345446,0.2515657729804531,-0.4158417120873577,0.918973258048264,51,2014,2015,1,5,0,16
Kania,Control,2014-01-01,2015-05-01,0,0.21756827604512796,-0.4498392090226828,0.8849757611129387,36,2014,2015,1,5,0,16
Dankawali,Control,2014-01-01,2015-05-01,0.0905189555306925,0.23144205845238547,-0.4359654266154253,0.8988495435201962,16,2014,2015,1,5,0,16
Gorahun,Control,2014-01-01,2015-05-01,0,0.21743922316955716,-0.4499682618982536,0.8848467082373679,32,2014,2015,1,5,0,16
Baiima,Control,2014-01-01,2015-05-01,0.0220176899074019,0.2795124608839537,-0.3878950241838571,0.9469199459517644,2,2014,2015,1,5,0,16
Foindu,Control,2014-01-01,2015-05-01,0,0.21696121937381588,-0.450446265693995,0.8843687044416266,18,2014,2015,1,5,0,16
Petema / Sebehun,Control,2014-01-01,2015-05-01,0.0603937413485488,0.2118070545989132,-0.45560043046889753,0.879214539666724,66,2014,2015,1,5,0,16
Wilima,Control,2014-01-01,2015-05-01,0.0194251058866421,0.2085201804632121,-0.4588873046045987,0.8759276655310229,191,2014,2015,1,5,0,16
Gba,Control,2014-01-01,2015-05-01,0,0.20926088623242856,-0.4581465988353822,0.8766683713002393,22,2014,2015,1,5,0,16
Mende,Control,2014-01-01,2015-05-01,0,0.20990919190223475,-0.457498293165576,0.8773166769700456,55,2014,2015,1,5,0,16
Giehun,Control,2014-01-01,2015-05-01,0,0.2081362712550802,-0.4592712138127306,0.8755437563228909,31,2014,2015,1,5,0,16
Gbalahun (Balahun),Control,2014-01-01,2015-05-01,0,0.2282628697057544,-0.4391446153620564,0.8956703547735652,23,2014,2015,1,5,0,16
Konjo,Control,2014-01-01,2015-05-01,0,0.2160812533645939,-0.4513262317032168,0.8834887384324047,43,2014,2015,1,5,0,16
Bewabu,Control,2014-01-01,2015-05-01,0,0.2061407920811221,-0.46126669298668865,0.8735482771489329,11,2014,2015,1,5,0,16
Baiwala,Control,2014-01-01,2015-05-01,0,0.22697346577648936,-0.4404340192913214,0.8943809508443001,3,2014,2015,1,5,0,16
Rokel,Control,2014-01-01,2015-05-01,0,0.1919124845386344,-0.4754950005291764,0.8593199696064452,67,2014,2015,1,5,0,16
Gbonkomaria,Control,2014-01-01,2015-05-01,0,0.18951066622896476,-0.4778968188388461,0.8569181512967755,28,2014,2015,1,5,0,16
Kasiri,Control,2014-01-01,2015-05-01,0,0.1817278866226761,-0.48567959844513464,0.8491353716904869,38,2014,2015,1,5,0,16
Matisaw / Buraia,Control,2014-01-01,2015-05-01,0,0.1855326513997916,-0.4818748336680192,0.8529401364676024,54,2014,2015,1,5,0,16
Magbema,Control,2014-01-01,2015-05-01,0,0.2313722328212516,-0.4360352522465592,0.8987797178890624,46,2014,2015,1,5,0,16
Makonto,Control,2014-01-01,2015-05-01,0.0268883406792626,0.33888449228642065,-0.32852299278139013,1.0062919773542314,48,2014,2015,1,5,0,16
Maiogbo / Kwabana,Control,2014-01-01,2015-05-01,0.0040119129228085,0.2055943004577281,-0.4618131846100827,0.8730017855255389,47,2014,2015,1,5,0,16
Gbenti,Control,2014-01-01,2015-05-01,0,0.19270240251493131,-0.47470508255287946,0.8601098875827421,25,2014,2015,1,5,0,16
Tumbu (Kambia),Control,2014-01-01,2015-05-01,0,0.20354210113582957,-0.4638653839319812,0.8709495862036403,135,2014,2015,1,5,0,16
Barma,Control,2014-01-01,2015-05-01,0.179731877169857,0.2119771037632396,-0.4554303813045712,0.8793845888310503,8,2014,2015,1,5,0,16
Mondema,Control,2014-01-01,2015-05-01,0.0595295935869975,0.2031284057683129,-0.46427907929949785,0.8705358908361237,59,2014,2015,1,5,0,16
Mokanji,Control,2014-01-01,2015-05-01,0,0.2198297729415649,-0.44757771212624586,0.8872372580093757,58,2014,2015,1,5,0,16
Mamaka,Control,2014-01-01,2015-05-01,0,0.22251245925429708,-0.4448950258135137,0.8899199443221079,49,2014,2015,1,5,0,16
Roten,Control,2014-01-01,2015-05-01,0,0.26845604267492057,-0.3989514423928902,0.9358635277427314,70,2014,2015,1,5,0,16
Tumbu (W. Area),Control,2014-01-01,2015-05-01,0.7063599123424474,0.38181955165474296,-0.2855879334130678,1.0492270367225538,136,2014,2015,1,5,0,16
Bandajuma Sowa,PowerGen,2019-10-25,2015-05-01,0,0.25538082263099215,-0.4120266624368186,0.9227883076988028,4,2019,2015,10,5,69,16
Bandajuma Yawei,PowerGen,2021-04-18,2015-05-01,0.0279512161971743,0.216293648015281,-0.4511138370525298,0.8837011330830917,5,2021,2015,4,5,87,16
Baoma,PowerGen,2021-04-17,2015-05-01,0,0.21289726966930164,-0.4545102153985091,0.8803047547371124,6,2021,2015,4,5,87,16
Baomahun,PowerGen,2021-05-30,2015-05-01,0.1733556509357985,0.3822771754514569,-0.2851303096163539,1.0496846605192678,7,2021,2015,5,5,88,16
Buedu,PowerGen,2022-05-21,2015-05-01,0.0069092034782161,0.23281162925496812,-0.43459585581284266,0.9002191143227789,13,2022,2015,5,5,100,16
Bumpeh,PowerGen,2019-07-07,2015-05-01,0,0.21320062643588553,-0.4542068586319252,0.8806081115036963,14,2019,2015,7,5,66,16
Dia,PowerGen,2019-10-20,2015-05-01,0,0.22842277021105545,-0.4389847148567554,0.8958302552788662,17,2019,2015,10,5,69,16
Futa Pejeh,PowerGen,2019-10-27,2015-05-01,0,0.21282554109436233,-0.4545819439734484,0.8802330261621731,20,2019,2015,10,5,69,16
Gandorhun,PowerGen,2019-10-27,2015-05-01,0,0.2109707125524096,-0.4564367725154011,0.8783781976202204,21,2019,2015,10,5,69,16
Gbap,PowerGen,2019-11-10,2015-05-01,0,0.20363059856647847,-0.4637768865013323,0.8710380836342893,24,2019,2015,11,5,70,16
Gboijibu,PowerGen,2021-06-06,2015-05-01,0.2388900086565852,0.22805209115642688,-0.4393553939113839,0.8954595762242377,27,2021,2015,6,5,89,16
Gegbwema,PowerGen,2021-04-18,2015-05-01,0,0.21737826196425908,-0.4500292231035517,0.8847857470320699,30,2021,2015,4,5,87,16
Gorahun,PowerGen,2021-04-18,2015-05-01,0,0.21743922316955716,-0.4499682618982536,0.8848467082373679,32,2021,2015,4,5,87,16
Jimmi Gbagbo,PowerGen,2020-01-01,2015-05-01,0,0.21332834363987568,-0.4540791414279351,0.8807358287076865,33,2020,2015,1,5,72,16
Jojoima,PowerGen,2021-06-06,2015-05-01,0.0637441956909045,0.22314779742650032,-0.4442596876413104,0.8905552824943112,34,2021,2015,6,5,89,16
Kainkordu,PowerGen,2019-11-03,2015-05-01,0,0.4053469537070412,-0.26206053136076957,1.072754438774852,35,2019,2015,11,5,70,16
Kaordu,PowerGen,2019-11-10,2015-05-01,0,0.19720523147377192,-0.4702022535940389,0.8646127165415827,37,2019,2015,11,5,70,16
Kayima,PowerGen,2020-06-25,2015-05-01,0.0727973497576033,0.2001877730748083,-0.4672197119930024,0.8675952581426192,39,2020,2015,6,5,77,16
Koindu,PowerGen,2022-05-21,2015-05-01,0.1873979869458548,0.20860915874123723,-0.4587983263265736,0.876016643809048,40,2022,2015,5,5,100,16
Kombayendeh,PowerGen,2019-11-03,2015-05-01,8.464879455188604e-5,0.23493759488847848,-0.4324698901793323,0.9023450799562892,41,2019,2015,11,5,70,16
Koribondo,PowerGen,2019-10-27,2015-05-01,0,0.2407009209955026,-0.42670656407230817,0.9081084060633132,44,2019,2015,10,5,69,16
Madina,PowerGen,2019-10-27,2015-05-01,0,0.2189448533026643,-0.4484626317651465,0.8863523383704751,45,2019,2015,10,5,69,16
