site_name,site_type,date_commissioned,image_date,image_value,mean_image_value,min_image_value,max_image_value,site_id,year_commissioned,year_image,month_commissioned,month_image,group,time_period
tree_46,tree,2014-01-01,2019-07-01,0.1513046152638928,0.2091654160525304,-0.47403191225157953,0.8923627443566404,121,2014,2019,1,7,0,66
tree_47,tree,2014-01-01,2019-07-01,0.1419434657668074,0.21074924961045463,-0.4724480786936553,0.8939465779145646,122,2014,2019,1,7,0,66
tree_48,tree,2014-01-01,2019-07-01,0.2467177396891485,0.2155312041718945,-0.4676661241322154,0.8987285324760045,123,2014,2019,1,7,0,66
tree_49,tree,2014-01-01,2019-07-01,0.2177234089167669,0.19708879902930557,-0.4861085292748044,0.8802861273334155,124,2014,2019,1,7,0,66
tree_50,tree,2014-01-01,2019-07-01,0.2036003343664117,0.20260961065649571,-0.4805877176476142,0.8858069389606057,126,2014,2019,1,7,0,66
tree_51,tree,2014-01-01,2019-07-01,0.2173137927995041,0.2059793748643486,-0.47721795343976137,0.8891767031684585,127,2014,2019,1,7,0,66
tree_52,tree,2014-01-01,2019-07-01,0.1551100789794378,0.2664366813203302,-0.41676064698377974,0.9496340096244402,128,2014,2019,1,7,0,66
tree_53,tree,2014-01-01,2019-07-01,0.1050732834926401,0.22536838589674507,-0.4578289424073649,0.908565714200855,129,2014,2019,1,7,0,66
tree_54,tree,2014-01-01,2019-07-01,0.0980495403804471,0.208296502254918,-0.4749008260491919,0.891493830559028,130,2014,2019,1,7,0,66
tree_0,tree,2014-01-01,2019-08-01,0.2070427368628446,0.25398987244467014,-0.4292074558594398,0.93718720074878,80,2014,2019,1,8,0,67
tree_1,tree,2014-01-01,2019-08-01,0.2220945484935491,0.23763950916756793,-0.445557819136542,0.920836837471678,81,2014,2019,1,8,0,67
tree_2,tree,2014-01-01,2019-08-01,0.2261162052001578,0.20925047017778023,-0.4739468581263297,0.8924477984818902,92,2014,2019,1,8,0,67
tree_3,tree,2014-01-01,2019-08-01,0.1848799863954018,0.20567965530344923,-0.4775176730006607,0.8888769836075592,103,2014,2019,1,8,0,67
tree_4,tree,2014-01-01,2019-08-01,0.1760601486301475,0.201780376966838,-0.4814169513372719,0.884977705270948,114,2014,2019,1,8,0,67
tree_5,tree,2014-01-01,2019-08-01,0.1756544066499883,0.24596762740859987,-0.43722970089551005,0.92916495571271,125,2014,2019,1,8,0,67
tree_6,tree,2014-01-01,2019-08-01,0.23244565511981,0.19614922787930816,-0.48704810042480184,0.8793465561834181,131,2014,2019,1,8,0,67
tree_7,tree,2014-01-01,2019-08-01,0.1774004008911666,0.22065971864712336,-0.4625376096569866,0.9038570469512331,132,2014,2019,1,8,0,67
tree_8,tree,2014-01-01,2019-08-01,0.1734075958953854,0.22024804314827584,-0.4629492851558341,0.9034453714523858,133,2014,2019,1,8,0,67
tree_9,tree,2014-01-01,2019-08-01,0.1925284238570473,0.2066558921981465,-0.47654143610596345,0.8898532205022565,134,2014,2019,1,8,0,67
tree_10,tree,2014-01-01,2019-08-01,0.2128450445199626,0.2134168211403355,-0.46978050716377445,0.8966141494444455,82,2014,2019,1,8,0,67
tree_11,tree,2014-01-01,2019-08-01,0.1879844741101962,0.22039722700936032,-0.4628001012947496,0.9035945553134704,83,2014,2019,1,8,0,67
tree_12,tree,2014-01-01,2019-08-01,0.193437535845344,0.2019421466106771,-0.4812551816934328,0.8851394749147871,84,2014,2019,1,8,0,67
tree_13,tree,2014-01-01,2019-08-01,0.2273451731415229,0.21508243080322276,-0.4681148975008872,0.8982797591073327,85,2014,2019,1,8,0,67
tree_14,tree,2014-01-01,2019-08-01,0.1231343599379779,0.204602611321553,-0.47859471698255696,0.887799939625663,86,2014,2019,1,8,0,67
tree_15,tree,2014-01-01,2019-08-01,0.224929365019128,0.2122490989264463,-0.4709482293776637,0.8954464272305562,87,2014,2019,1,8,0,67
tree_16,tree,2014-01-01,2019-08-01,0.1967666780432274,0.20542906948166664,-0.47776825882244334,0.8886263977857766,88,2014,2019,1,8,0,67
tree_17,tree,2014-01-01,2019-08-01,0.1915319491068515,0.20444999049275636,-0.4787473378113536,0.8876473187968663,89,2014,2019,1,8,0,67
tree_18,tree,2014-01-01,2019-08-01,0.1861396001208796,0.2079087902425157,-0.4752885380615942,0.8911061185466257,90,2014,2019,1,8,0,67
tree_19,tree,2014-01-01,2019-08-01,0.1972431549270697,0.22281001104456863,-0.4603873172595413,0.9060073393486786,91,2014,2019,1,8,0,67
tree_20,tree,2014-01-01,2019-08-01,0.1564448249586656,0.2420150211581639,-0.4411823071459461,0.9252123494622738,93,2014,2019,1,8,0,67
tree_21,tree,2014-01-01,2019-08-01,0.139181942363092,0.20763090560077407,-0.4755664227033359,0.8908282339048841,94,2014,2019,1,8,0,67
tree_22,tree,2014-01-01,2019-08-01,0.1617749013637083,0.2504913899810563,-0.4327059383230537,0.9336887182851664,95,2014,2019,1,8,0,67
tree_23,tree,2014-01-01,2019-08-01,0.2363723224277985,0.21125556802122736,-0.4719417602828826,0.8944528963253373,96,2014,2019,1,8,0,67
tree_24,tree,2014-01-01,2019-08-01,0.2335797524120616,0.32154463599673766,-0.3616526923073723,1.0047419643008475,97,2014,2019,1,8,0,67
tree_25,tree,2014-01-01,2019-08-01,0.1773990259228996,0.21634245312823508,-0.4668548751758749,0.899539781432345,98,2014,2019,1,8,0,67
tree_26,tree,2014-01-01,2019-08-01,0.161412113097461,0.19958587349496337,-0.4836114548091466,0.8827832017990733,99,2014,2019,1,8,0,67
tree_27,tree,2014-01-01,2019-08-01,0.2410863356319237,0.2663618256833411,-0.4168355026207689,0.949559153987451,100,2014,2019,1,8,0,67
tree_28,tree,2014-01-01,2019-08-01,0.2118269709162836,0.2074945425784819,-0.4757027857256281,0.8906918708825918,101,2014,2019,1,8,0,67
tree_29,tree,2014-01-01,2019-08-01,0.2007761727608671,0.2402479340176515,-0.44294939428645846,0.9234452623217616,102,2014,2019,1,8,0,67
tree_30,tree,2014-01-01,2019-08-01,0.2169605590673723,0.24069214365401495,-0.44250518465009503,0.9238894719581248,104,2014,2019,1,8,0,67
tree_31,tree,2014-01-01,2019-08-01,0.2773168883823728,0.26343705933565237,-0.4197602689684576,0.9466343876397624,105,2014,2019,1,8,0,67
tree_32,tree,2014-01-01,2019-08-01,0.1836542179766863,0.20312514023419684,-0.48007218806991314,0.8863224685383068,106,2014,2019,1,8,0,67
tree_33,tree,2014-01-01,2019-08-01,0.1846752039674062,0.2179566845081665,-0.4652406437959435,0.9011540128122764,107,2014,2019,1,8,0,67
tree_34,tree,2014-01-01,2019-08-01,0.2530495794265677,0.22316488522151903,-0.46003244308259095,0.906362213525629,108,2014,2019,1,8,0,67
tree_35,tree,2014-01-01,2019-08-01,0.1980708281076341,0.19015846573921005,-0.4930388625648999,0.87335579404332,109,2014,2019,1,8,0,67
tree_36,tree,2014-01-01,2019-08-01,0.1590524592120643,0.1955549631071296,-0.48764236519698034,0.8787522914112396,110,2014,2019,1,8,0,67
tree_37,tree,2014-01-01,2019-08-01,0.2452366373961843,0.2232365897204118,-0.4599607385836981,0.9064339180245218,111,2014,2019,1,8,0,67
tree_38,tree,2014-01-01,2019-08-01,0.2039770510090716,0.2068521119946949,-0.47634521630941506,0.8900494402988048,112,2014,2019,1,8,0,67
tree_39,tree,2014-01-01,2019-08-01,0.2145608864617722,0.20830195843157348,-0.4748953698725365,0.8914992867356835,113,2014,2019,1,8,0,67
tree_40,tree,2014-01-01,2019-08-01,0.1882650113593211,0.4221498518997111,-0.26104747640439885,1.105347180203821,115,2014,2019,1,8,0,67
