id,center,image_date,image_value,type,mean_image_value,min_image_value,max_image_value
tree_38,"[-11.767627597673389, 8.553376036923899]",2016-12-01,0,tree,0.2068521119946949,-0.47634521630941506,0.8900494402988048
tree_39,"[-12.35344769763381, 9.692474184803153]",2016-12-01,0,tree,0.20830195843157348,-0.47489536987253644,0.8914992867356835
tree_40,"[-11.654718211832849, 9.692655021455097]",2016-12-01,1.105347180203821,tree,0.4221498518997111,-0.26104747640439885,1.105347180203821
tree_41,"[-12.070012985284581, 9.874117197867227]",2016-12-01,0,tree,0.26055652884465474,-0.4226407994594552,0.9437538571487647
tree_42,"[-11.733995671765806, 9.920536043527445]",2016-12-01,0,tree,0.2626369619104255,-0.42056036639368444,0.9458342902145355
tree_43,"[-11.486078247019988, 8.781629344780729]",2016-12-01,0,tree,0.21006846571147825,-0.4731288625926317,0.8932657940155881
tree_44,"[-10.83180223715611, 7.990300789814084]",2016-12-01,0,tree,0.23882043908914932,-0.44437688921496066,0.9220177673932592
tree_45,"[-11.191434706468256, 8.846221803581065]",2016-12-01,0,tree,0.19685363625780478,-0.4863436920463052,0.8800509645619148
tree_46,"[-10.906727774655725, 7.623412050939405]",2016-12-01,0,tree,0.20916541605253042,-0.47403191225157953,0.8923627443566404
tree_47,"[-11.225589156732275, 8.051514200776348]",2016-12-01,0,tree,0.21074924961045466,-0.4724480786936553,0.8939465779145646
tree_48,"[-12.100675647414109, 9.144460857865157]",2016-12-01,0,tree,0.2155312041718945,-0.4676661241322154,0.8987285324760045
tree_49,"[-10.512108024162112, 8.658644534165038]",2016-12-01,0,tree,0.19708879902930557,-0.4861085292748044,0.8802861273334155
tree_50,"[-11.338685644980906, 8.979726496231624]",2016-12-01,0,tree,0.20260961065649571,-0.4805877176476142,0.8858069389606057
tree_51,"[-12.06680992473257, 9.130617863855921]",2016-12-01,0,tree,0.20597937486434859,-0.47721795343976137,0.8891767031684585
tree_52,"[-10.891112836423709, 8.971102981060218]",2016-12-01,0,tree,0.2664366813203302,-0.41676064698377974,0.9496340096244402
tree_53,"[-11.225425494879728, 9.584728452329147]",2016-12-01,0,tree,0.22536838589674507,-0.4578289424073649,0.908565714200855
tree_54,"[-12.654171099601095, 8.256954207584677]",2016-12-01,0,tree,0.208296502254918,-0.4749008260491919,0.891493830559028
tree_0,"[-12.17503067677975, 9.66687598974862]",2017-01-01,0.0729029929536968,tree,0.25398987244467014,-0.4292074558594398,0.93718720074878
tree_1,"[-11.262036573388308, 8.160969908434629]",2017-01-01,0.0675679033837946,tree,0.23763950916756793,-0.445557819136542,0.9208368374716779
tree_2,"[-11.13137723485804, 8.06372341512419]",2017-01-01,0.0445451012739506,tree,0.20925047017778026,-0.4739468581263297,0.8924477984818902
tree_3,"[-12.94397360098245, 8.90835597442643]",2017-01-01,0.0732156226537272,tree,0.20567965530344923,-0.4775176730006607,0.8888769836075592
tree_4,"[-10.642673837548983, 8.5399568621107]",2017-01-01,0.0308540781200459,tree,0.201780376966838,-0.4814169513372719,0.884977705270948
tree_5,"[-11.278165370305556, 9.64038943419362]",2017-01-01,0.8096055958679562,tree,0.24596762740859987,-0.43722970089551005,0.9291649557127099
tree_6,"[-12.910582282004743, 8.649886836498862]",2017-01-01,0.0518332787866193,tree,0.19614922787930814,-0.48704810042480184,0.8793465561834181
tree_7,"[-12.238503609450673, 9.203949589682702]",2017-01-01,0.0692269216400254,tree,0.22065971864712336,-0.4625376096569866,0.9038570469512333
tree_8,"[-12.039093376256593, 9.174868219782105]",2017-01-01,0.0496577463853093,tree,0.22024804314827584,-0.4629492851558341,0.9034453714523858
tree_9,"[-12.78662938465795, 8.321523638067092]",2017-01-01,0.0478141010846951,tree,0.2066558921981465,-0.47654143610596345,0.8898532205022565
tree_10,"[-11.171437683447222, 9.078336637619136]",2017-01-01,0.0592161907686694,tree,0.2134168211403355,-0.46978050716377445,0.8966141494444455
tree_11,"[-11.63843715987665, 7.800436861244343]",2017-01-01,0.0650283951519017,tree,0.22039722700936032,-0.46280010129474963,0.9035945553134703
tree_12,"[-12.392492309119397, 8.054702066760422]",2017-01-01,0.042134037738179,tree,0.20194214661067714,-0.48125518169343284,0.8851394749147871
tree_13,"[-12.608906049077698, 8.486851426971757]",2017-01-01,0.0717835380762775,tree,0.21508243080322276,-0.4681148975008872,0.8982797591073327
tree_14,"[-12.59025984970882, 9.089299462294987]",2017-01-01,0.0447786983958894,tree,0.204602611321553,-0.47859471698255696,0.887799939625663
tree_15,"[-10.587111971554519, 8.19949601360739]",2017-01-01,0.0344822962257484,tree,0.2122490989264463,-0.4709482293776637,0.8954464272305562
tree_16,"[-12.61660507579259, 8.076925787644932]",2017-01-01,0.0442546994878196,tree,0.20542906948166662,-0.47776825882244334,0.8886263977857766
tree_17,"[-12.49706195783479, 8.230162092310179]",2017-01-01,0.086189249420012,tree,0.20444999049275636,-0.4787473378113536,0.8876473187968663
tree_18,"[-12.573494309259104, 8.580357190946753]",2017-01-01,0.0513768620473747,tree,0.2079087902425157,-0.4752885380615942,0.8911061185466257
tree_19,"[-12.707428088596602, 8.598953092447799]",2017-01-01,0.0626236134791188,tree,0.22281001104456866,-0.4603873172595413,0.9060073393486786
tree_20,"[-12.089248586010005, 9.480142060884234]",2017-01-01,0.0481648208074076,tree,0.2420150211581639,-0.4411823071459461,0.9252123494622738
tree_21,"[-12.05699453237849, 7.999454107609768]",2017-01-01,0.0599847834735274,tree,0.20763090560077407,-0.4755664227033359,0.8908282339048841
tree_22,"[-11.226703675916225, 9.262492630198462]",2017-01-01,0.0546224052133323,tree,0.2504913899810563,-0.43270593832305365,0.9336887182851663
tree_23,"[-10.78400468577152, 8.378438005842337]",2017-01-01,0.0263771618872154,tree,0.21125556802122736,-0.4719417602828826,0.8944528963253373
tree_24,"[-11.805918636402556, 9.499720634073256]",2017-01-01,0.3643202012135081,tree,0.32154463599673766,-0.3616526923073723,1.0047419643008477
tree_25,"[-10.887620523538699, 8.172577202812947]",2017-01-01,0.0406397307949692,tree,0.21634245312823508,-0.4668548751758749,0.899539781432345
tree_26,"[-12.730428074607604, 8.049076573686946]",2017-01-01,0.0488622238070139,tree,0.19958587349496337,-0.4836114548091466,0.8827832017990733
tree_27,"[-11.8134428614669, 9.98421783987528]",2017-01-01,0.2320850232922172,tree,0.2663618256833411,-0.41683550262076885,0.949559153987451
tree_28,"[-10.575168704391059, 8.149244131563044]",2017-01-01,0.0474715113236775,tree,0.2074945425784819,-0.4757027857256281,0.8906918708825918
tree_29,"[-11.170735802049734, 9.876640531917582]",2017-01-01,0.1096155169425033,tree,0.2402479340176515,-0.44294939428645846,0.9234452623217615
tree_30,"[-12.234335298749723, 9.77762738759242]",2017-01-01,0.1432015790133312,tree,0.24069214365401495,-0.44250518465009503,0.9238894719581249
tree_31,"[-11.97472663002821, 9.662352475275908]",2017-01-01,0.9466343876397623,tree,0.26343705933565237,-0.4197602689684576,0.9466343876397623
tree_32,"[-12.628056387400836, 9.2423913929165]",2017-01-01,0.039941590335816,tree,0.20312514023419684,-0.48007218806991314,0.8863224685383068
tree_33,"[-12.400839372696801, 9.819530066736439]",2017-01-01,0.1017239720354104,tree,0.21795668450816646,-0.4652406437959435,0.9011540128122764
tree_34,"[-11.188472143413714, 7.579751726984244]",2017-01-01,0.0712914316352958,tree,0.22316488522151903,-0.46003244308259095,0.906362213525629
tree_35,"[-11.559250666995775, 8.813623237116962]",2017-01-01,0.0502662715611677,tree,0.19015846573921005,-0.4930388625648999,0.87335579404332
tree_36,"[-12.615151135848231, 9.199556202139204]",2017-01-01,0.0303766073139444,tree,0.19555496310712958,-0.48764236519698034,0.8787522914112396
tree_37,"[-11.446116702848288, 8.0829699523154]",2017-01-01,0.0692447771497878,tree,0.2232365897204118,-0.4599607385836981,0.9064339180245218
tree_38,"[-11.767627597673389, 8.553376036923899]",2017-01-01,0.0497111878192582,tree,0.2068521119946949,-0.47634521630941506,0.8900494402988048
tree_39,"[-12.35344769763381, 9.692474184803153]",2017-01-01,0.0429427915416684,tree,0.20830195843157348,-0.47489536987253644,0.8914992867356835
tree_40,"[-11.654718211832849, 9.692655021455097]",2017-01-01,1.105347180203821,tree,0.4221498518997111,-0.26104747640439885,1.105347180203821
tree_41,"[-12.070012985284581, 9.874117197867227]",2017-01-01,0.6121771023807285,tree,0.26055652884465474,-0.4226407994594552,0.9437538571487647
tree_42,"[-11.733995671765806, 9.920536043527445]",2017-01-01,0.9458342902145355,tree,0.2626369619104255,-0.42056036639368444,0.9458342902145355
tree_43,"[-11.486078247019988, 8.781629344780729]",2017-01-01,0.0848536722620142,tree,0.21006846571147825,-0.4731288625926317,0.8932657940155881
tree_44,"[-10.83180223715611, 7.990300789814084]",2017-01-01,0.036945744765478,tree,0.23882043908914932,-0.44437688921496066,0.9220177673932592
tree_45,"[-11.191434706468256, 8.846221803581065]",2017-01-01,0.0302427680387959,tree,0.19685363625780478,-0.4863436920463052,0.8800509645619148
tree_46,"[-10.906727774655725, 7.623412050939405]",2017-01-01,0.0611217645101032,tree,0.20916541605253042,-0.47403191225157953,0.8923627443566404
tree_47,"[-11.225589156732275, 8.051514200776348]",2017-01-01,0.0653158345718947,tree,0.21074924961045466,-0.4724480786936553,0.8939465779145646
tree_48,"[-12.100675647414109, 9.144460857865157]",2017-01-01,0.1007103728062543,tree,0.2155312041718945,-0.4676661241322154,0.8987285324760045
tree_49,"[-10.512108024162112, 8.658644534165038]",2017-01-01,0.0392494825136759,tree,0.19708879902930557,-0.4861085292748044,0.8802861273334155
tree_50,"[-11.338685644980906, 8.979726496231624]",2017-01-01,0.0669894692563478,tree,0.20260961065649571,-0.4805877176476142,0.8858069389606057
tree_51,"[-12.06680992473257, 9.130617863855921]",2017-01-01,0.0586774306781436,tree,0.20597937486434859,-0.47721795343976137,0.8891767031684585
tree_52,"[-10.891112836423709, 8.971102981060218]",2017-01-01,0.0652092224348258,tree,0.2664366813203302,-0.41676064698377974,0.9496340096244402
tree_53,"[-11.225425494879728, 9.584728452329147]",2017-01-01,0.3528224384156679,tree,0.22536838589674507,-0.4578289424073649,0.908565714200855
tree_54,"[-12.654171099601095, 8.256954207584677]",2017-01-01,0.0867442042312667,tree,0.208296502254918,-0.4749008260491919,0.891493830559028
tree_0,"[-12.17503067677975, 9.66687598974862]",2017-02-01,0.741355613421399,tree,0.25398987244467014,-0.4292074558594398,0.93718720074878
tree_1,"[-11.262036573388308, 8.160969908434629]",2017-02-01,0.2282671591989762,tree,0.23763950916756793,-0.445557819136542,0.9208368374716779
tree_2,"[-11.13137723485804, 8.06372341512419]",2017-02-01,0.1969648942545363,tree,0.20925047017778026,-0.4739468581263297,0.8924477984818902
tree_3,"[-12.94397360098245, 8.90835597442643]",2017-02-01,0.1723921361593259,tree,0.20567965530344923,-0.4775176730006607,0.8888769836075592
tree_4,"[-10.642673837548983, 8.5399568621107]",2017-02-01,0.1795507572349878,tree,0.201780376966838,-0.4814169513372719,0.884977705270948
tree_5,"[-11.278165370305556, 9.64038943419362]",2017-02-01,0.3187495425983198,tree,0.24596762740859987,-0.43722970089551005,0.9291649557127099
tree_6,"[-12.910582282004743, 8.649886836498862]",2017-02-01,0.2069599845828394,tree,0.19614922787930814,-0.48704810042480184,0.8793465561834181
tree_7,"[-12.238503609450673, 9.203949589682702]",2017-02-01,0.2404300193028852,tree,0.22065971864712336,-0.4625376096569866,0.9038570469512333
tree_8,"[-12.039093376256593, 9.174868219782105]",2017-02-01,0.4739469895727657,tree,0.22024804314827584,-0.4629492851558341,0.9034453714523858
tree_9,"[-12.78662938465795, 8.321523638067092]",2017-02-01,0.1847119773170458,tree,0.2066558921981465,-0.47654143610596345,0.8898532205022565
tree_10,"[-11.171437683447222, 9.078336637619136]",2017-02-01,0.2396286987019487,tree,0.2134168211403355,-0.46978050716377445,0.8966141494444455
tree_11,"[-11.63843715987665, 7.800436861244343]",2017-02-01,0.189362034453665,tree,0.22039722700936032,-0.46280010129474963,0.9035945553134703
tree_12,"[-12.392492309119397, 8.054702066760422]",2017-02-01,0.1897648088340109,tree,0.20194214661067714,-0.48125518169343284,0.8851394749147871
tree_13,"[-12.608906049077698, 8.486851426971757]",2017-02-01,0.2268941294265216,tree,0.21508243080322276,-0.4681148975008872,0.8982797591073327
tree_14,"[-12.59025984970882, 9.089299462294987]",2017-02-01,0.2385079242055226,tree,0.204602611321553,-0.47859471698255696,0.887799939625663
tree_15,"[-10.587111971554519, 8.19949601360739]",2017-02-01,0.1593816047780225,tree,0.2122490989264463,-0.4709482293776637,0.8954464272305562
tree_16,"[-12.61660507579259, 8.076925787644932]",2017-02-01,0.187155696005098,tree,0.20542906948166662,-0.47776825882244334,0.8886263977857766
tree_17,"[-12.49706195783479, 8.230162092310179]",2017-02-01,0.2146320867874156,tree,0.20444999049275636,-0.4787473378113536,0.8876473187968663
tree_18,"[-12.573494309259104, 8.580357190946753]",2017-02-01,0.199028966483231,tree,0.2079087902425157,-0.4752885380615942,0.8911061185466257
tree_19,"[-12.707428088596602, 8.598953092447799]",2017-02-01,0.2186606545800802,tree,0.22281001104456866,-0.4603873172595413,0.9060073393486786
tree_20,"[-12.089248586010005, 9.480142060884234]",2017-02-01,0.2946146114199646,tree,0.2420150211581639,-0.4411823071459461,0.9252123494622738
tree_21,"[-12.05699453237849, 7.999454107609768]",2017-02-01,0.2306779587818392,tree,0.20763090560077407,-0.4755664227033359,0.8908282339048841
tree_22,"[-11.226703675916225, 9.262492630198462]",2017-02-01,0.1845185850298407,tree,0.2504913899810563,-0.43270593832305365,0.9336887182851663
tree_23,"[-10.78400468577152, 8.378438005842337]",2017-02-01,0.2068249643545751,tree,0.21125556802122736,-0.4719417602828826,0.8944528963253373
tree_24,"[-11.805918636402556, 9.499720634073256]",2017-02-01,0.5312228587523413,tree,0.32154463599673766,-0.3616526923073723,1.0047419643008477
tree_25,"[-10.887620523538699, 8.172577202812947]",2017-02-01,0.1782722264909957,tree,0.21634245312823508,-0.4668548751758749,0.899539781432345
tree_26,"[-12.730428074607604, 8.049076573686946]",2017-02-01,0.1860112563441434,tree,0.19958587349496337,-0.4836114548091466,0.8827832017990733
tree_27,"[-11.8134428614669, 9.98421783987528]",2017-02-01,0.3613374456942841,tree,0.2663618256833411,-0.41683550262076885,0.949559153987451
tree_28,"[-10.575168704391059, 8.149244131563044]",2017-02-01,0.1965358461557831,tree,0.2074945425784819,-0.4757027857256281,0.8906918708825918
tree_29,"[-11.170735802049734, 9.876640531917582]",2017-02-01,0.2184312264390609,tree,0.2402479340176515,-0.44294939428645846,0.9234452623217615
tree_30,"[-12.234335298749723, 9.77762738759242]",2017-02-01,0.5596083034174282,tree,0.24069214365401495,-0.44250518465009503,0.9238894719581249
tree_31,"[-11.97472663002821, 9.662352475275908]",2017-02-01,0.2941819183760058,tree,0.26343705933565237,-0.4197602689684576,0.9466343876397623
tree_32,"[-12.628056387400836, 9.2423913929165]",2017-02-01,0.2052286152024642,tree,0.20312514023419684,-0.48007218806991314,0.8863224685383068
tree_33,"[-12.400839372696801, 9.819530066736439]",2017-02-01,0.2175749324017713,tree,0.21795668450816646,-0.4652406437959435,0.9011540128122764
tree_34,"[-11.188472143413714, 7.579751726984244]",2017-02-01,0.1675458521416977,tree,0.22316488522151903,-0.46003244308259095,0.906362213525629
tree_35,"[-11.559250666995775, 8.813623237116962]",2017-02-01,0.2121529198843304,tree,0.19015846573921005,-0.4930388625648999,0.87335579404332
tree_36,"[-12.615151135848231, 9.199556202139204]",2017-02-01,0.278961190581824,tree,0.19555496310712958,-0.48764236519698034,0.8787522914112396
tree_37,"[-11.446116702848288, 8.0829699523154]",2017-02-01,0.1924426802166003,tree,0.2232365897204118,-0.4599607385836981,0.9064339180245218
tree_38,"[-11.767627597673389, 8.553376036923899]",2017-02-01,0.2735029070352898,tree,0.2068521119946949,-0.47634521630941506,0.8900494402988048
tree_39,"[-12.35344769763381, 9.692474184803153]",2017-02-01,0.2073163077441517,tree,0.20830195843157348,-0.47489536987253644,0.8914992867356835
tree_40,"[-11.654718211832849, 9.692655021455097]",2017-02-01,0.288893787175648,tree,0.4221498518997111,-0.26104747640439885,1.105347180203821
tree_41,"[-12.070012985284581, 9.874117197867227]",2017-02-01,0.3900951415016385,tree,0.26055652884465474,-0.4226407994594552,0.9437538571487647
tree_42,"[-11.733995671765806, 9.920536043527445]",2017-02-01,0.2773019455406379,tree,0.2626369619104255,-0.42056036639368444,0.9458342902145355
tree_43,"[-11.486078247019988, 8.781629344780729]",2017-02-01,0.1873734357385938,tree,0.21006846571147825,-0.4731288625926317,0.8932657940155881
tree_44,"[-10.83180223715611, 7.990300789814084]",2017-02-01,0.1610335936957612,tree,0.23882043908914932,-0.44437688921496066,0.9220177673932592
tree_45,"[-11.191434706468256, 8.846221803581065]",2017-02-01,0.2090932006215078,tree,0.19685363625780478,-0.4863436920463052,0.8800509645619148
tree_46,"[-10.906727774655725, 7.623412050939405]",2017-02-01,0.1574943017785199,tree,0.20916541605253042,-0.47403191225157953,0.8923627443566404
tree_47,"[-11.225589156732275, 8.051514200776348]",2017-02-01,0.180417057967585,tree,0.21074924961045466,-0.4724480786936553,0.8939465779145646
tree_48,"[-12.100675647414109, 9.144460857865157]",2017-02-01,0.3141982103487057,tree,0.2155312041718945,-0.4676661241322154,0.8987285324760045
tree_49,"[-10.512108024162112, 8.658644534165038]",2017-02-01,0.2057233729800683,tree,0.19708879902930557,-0.4861085292748044,0.8802861273334155
tree_50,"[-11.338685644980906, 8.979726496231624]",2017-02-01,0.2169801296549775,tree,0.20260961065649571,-0.4805877176476142,0.8858069389606057
tree_51,"[-12.06680992473257, 9.130617863855921]",2017-02-01,0.3577830793758399,tree,0.20597937486434859,-0.47721795343976137,0.8891767031684585
tree_52,"[-10.891112836423709, 8.971102981060218]",2017-02-01,0.9496340096244402,tree,0.2664366813203302,-0.41676064698377974,0.9496340096244402
tree_53,"[-11.225425494879728, 9.584728452329147]",2017-02-01,0.2732655361454795,tree,0.22536838589674507,-0.4578289424073649,0.908565714200855
tree_54,"[-12.654171099601095, 8.256954207584677]",2017-02-01,0.207051712736205,tree,0.208296502254918,-0.4749008260491919,0.891493830559028
tree_0,"[-12.17503067677975, 9.66687598974862]",2017-03-01,0.2774174370985237,tree,0.25398987244467014,-0.4292074558594398,0.93718720074878
tree_1,"[-11.262036573388308, 8.160969908434629]",2017-03-01,0.3013351189510952,tree,0.23763950916756793,-0.445557819136542,0.9208368374716779
tree_2,"[-11.13137723485804, 8.06372341512419]",2017-03-01,0.4098071499529518,tree,0.20925047017778026,-0.4739468581263297,0.8924477984818902
tree_3,"[-12.94397360098245, 8.90835597442643]",2017-03-01,0.3108212134172366,tree,0.20567965530344923,-0.4775176730006607,0.8888769836075592
tree_4,"[-10.642673837548983, 8.5399568621107]",2017-03-01,0.4913884794248106,tree,0.201780376966838,-0.4814169513372719,0.884977705270948
tree_5,"[-11.278165370305556, 9.64038943419362]",2017-03-01,0.4493034635469995,tree,0.24596762740859987,-0.43722970089551005,0.9291649557127099
tree_6,"[-12.910582282004743, 8.649886836498862]",2017-03-01,0.3289546966639377,tree,0.19614922787930814,-0.48704810042480184,0.8793465561834181
tree_7,"[-12.238503609450673, 9.203949589682702]",2017-03-01,0.3425339491948778,tree,0.22065971864712336,-0.4625376096569866,0.9038570469512333
tree_8,"[-12.039093376256593, 9.174868219782105]",2017-03-01,0.3350270692203778,tree,0.22024804314827584,-0.4629492851558341,0.9034453714523858
tree_9,"[-12.78662938465795, 8.321523638067092]",2017-03-01,0.3078259616635679,tree,0.2066558921981465,-0.47654143610596345,0.8898532205022565
tree_10,"[-11.171437683447222, 9.078336637619136]",2017-03-01,0.3754334161690241,tree,0.2134168211403355,-0.46978050716377445,0.8966141494444455
tree_11,"[-11.63843715987665, 7.800436861244343]",2017-03-01,0.5097562571295671,tree,0.22039722700936032,-0.46280010129474963,0.9035945553134703
tree_12,"[-12.392492309119397, 8.054702066760422]",2017-03-01,0.3271692983337099,tree,0.20194214661067714,-0.48125518169343284,0.8851394749147871
tree_13,"[-12.608906049077698, 8.486851426971757]",2017-03-01,0.3062860213992787,tree,0.21508243080322276,-0.4681148975008872,0.8982797591073327
tree_14,"[-12.59025984970882, 9.089299462294987]",2017-03-01,0.29989169192519,tree,0.204602611321553,-0.47859471698255696,0.887799939625663
tree_15,"[-10.587111971554519, 8.19949601360739]",2017-03-01,0.2985385666089395,tree,0.2122490989264463,-0.4709482293776637,0.8954464272305562
tree_16,"[-12.61660507579259, 8.076925787644932]",2017-03-01,0.3103142655428641,tree,0.20542906948166662,-0.47776825882244334,0.8886263977857766
tree_17,"[-12.49706195783479, 8.230162092310179]",2017-03-01,0.3092000706973471,tree,0.20444999049275636,-0.4787473378113536,0.8876473187968663
tree_18,"[-12.573494309259104, 8.580357190946753]",2017-03-01,0.3143855909015438,tree,0.2079087902425157,-0.4752885380615942,0.8911061185466257
tree_19,"[-12.707428088596602, 8.598953092447799]",2017-03-01,0.3028205442725042,tree,0.22281001104456866,-0.4603873172595413,0.9060073393486786
tree_20,"[-12.089248586010005, 9.480142060884234]",2017-03-01,0.3245537156383778,tree,0.2420150211581639,-0.4411823071459461,0.9252123494622738
tree_21,"[-12.05699453237849, 7.999454107609768]",2017-03-01,0.3281675715998143,tree,0.20763090560077407,-0.4755664227033359,0.8908282339048841
tree_22,"[-11.226703675916225, 9.262492630198462]",2017-03-01,0.3268872660456295,tree,0.2504913899810563,-0.43270593832305365,0.9336887182851663
tree_23,"[-10.78400468577152, 8.378438005842337]",2017-03-01,0.3764491207803482,tree,0.21125556802122736,-0.4719417602828826,0.8944528963253373
tree_24,"[-11.805918636402556, 9.499720634073256]",2017-03-01,0.3341538157523867,tree,0.32154463599673766,-0.3616526923073723,1.0047419643008477
tree_25,"[-10.887620523538699, 8.172577202812947]",2017-03-01,0.2938882349502641,tree,0.21634245312823508,-0.4668548751758749,0.899539781432345
tree_26,"[-12.730428074607604, 8.049076573686946]",2017-03-01,0.3316739756003379,tree,0.19958587349496337,-0.4836114548091466,0.8827832017990733
tree_27,"[-11.8134428614669, 9.98421783987528]",2017-03-01,0.284992212866919,tree,0.2663618256833411,-0.41683550262076885,0.949559153987451
tree_28,"[-10.575168704391059, 8.149244131563044]",2017-03-01,0.433198498080238,tree,0.2074945425784819,-0.4757027857256281,0.8906918708825918
tree_29,"[-11.170735802049734, 9.876640531917582]",2017-03-01,0.3156111976222195,tree,0.2402479340176515,-0.44294939428645846,0.9234452623217615
tree_30,"[-12.234335298749723, 9.77762738759242]",2017-03-01,0.2853913114522411,tree,0.24069214365401495,-0.44250518465009503,0.9238894719581249
tree_31,"[-11.97472663002821, 9.662352475275908]",2017-03-01,0.3332381476824392,tree,0.26343705933565237,-0.4197602689684576,0.9466343876397623
tree_32,"[-12.628056387400836, 9.2423913929165]",2017-03-01,0.3033296814718804,tree,0.20312514023419684,-0.48007218806991314,0.8863224685383068
tree_33,"[-12.400839372696801, 9.819530066736439]",2017-03-01,0.2961888883083089,tree,0.21795668450816646,-0.4652406437959435,0.9011540128122764
tree_34,"[-11.188472143413714, 7.579751726984244]",2017-03-01,0.5733965090597708,tree,0.22316488522151903,-0.46003244308259095,0.906362213525629
tree_35,"[-11.559250666995775, 8.813623237116962]",2017-03-01,0.3166752310805221,tree,0.19015846573921005,-0.4930388625648999,0.87335579404332
tree_36,"[-12.615151135848231, 9.199556202139204]",2017-03-01,0.3141105842215573,tree,0.19555496310712958,-0.48764236519698034,0.8787522914112396
tree_37,"[-11.446116702848288, 8.0829699523154]",2017-03-01,0.3703748374476537,tree,0.2232365897204118,-0.4599607385836981,0.9064339180245218
tree_38,"[-11.767627597673389, 8.553376036923899]",2017-03-01,0.3583467236874529,tree,0.2068521119946949,-0.47634521630941506,0.8900494402988048
tree_39,"[-12.35344769763381, 9.692474184803153]",2017-03-01,0.2866288917834297,tree,0.20830195843157348,-0.47489536987253644,0.8914992867356835
tree_40,"[-11.654718211832849, 9.692655021455097]",2017-03-01,0.3095358886958976,tree,0.4221498518997111,-0.26104747640439885,1.105347180203821
tree_41,"[-12.070012985284581, 9.874117197867227]",2017-03-01,0.3844840548136415,tree,0.26055652884465474,-0.4226407994594552,0.9437538571487647
tree_42,"[-11.733995671765806, 9.920536043527445]",2017-03-01,0.2802341932585726,tree,0.2626369619104255,-0.42056036639368444,0.9458342902145355
tree_43,"[-11.486078247019988, 8.781629344780729]",2017-03-01,0.3122052160817508,tree,0.21006846571147825,-0.4731288625926317,0.8932657940155881
tree_44,"[-10.83180223715611, 7.990300789814084]",2017-03-01,0.500826450650153,tree,0.23882043908914932,-0.44437688921496066,0.9220177673932592
tree_45,"[-11.191434706468256, 8.846221803581065]",2017-03-01,0.3697484898469434,tree,0.19685363625780478,-0.4863436920463052,0.8800509645619148
tree_46,"[-10.906727774655725, 7.623412050939405]",2017-03-01,0.456532732889482,tree,0.20916541605253042,-0.47403191225157953,0.8923627443566404
tree_47,"[-11.225589156732275, 8.051514200776348]",2017-03-01,0.4206926011975816,tree,0.21074924961045466,-0.4724480786936553,0.8939465779145646
tree_48,"[-12.100675647414109, 9.144460857865157]",2017-03-01,0.3093473735790895,tree,0.2155312041718945,-0.4676661241322154,0.8987285324760045
tree_49,"[-10.512108024162112, 8.658644534165038]",2017-03-01,0.3818551735526732,tree,0.19708879902930557,-0.4861085292748044,0.8802861273334155
tree_50,"[-11.338685644980906, 8.979726496231624]",2017-03-01,0.4162436017140961,tree,0.20260961065649571,-0.4805877176476142,0.8858069389606057
tree_51,"[-12.06680992473257, 9.130617863855921]",2017-03-01,0.297750969628749,tree,0.20597937486434859,-0.47721795343976137,0.8891767031684585
tree_52,"[-10.891112836423709, 8.971102981060218]",2017-03-01,0.4119982323475327,tree,0.2664366813203302,-0.41676064698377974,0.9496340096244402
tree_53,"[-11.225425494879728, 9.584728452329147]",2017-03-01,0.3484466817630281,tree,0.22536838589674507,-0.4578289424073649,0.908565714200855
tree_54,"[-12.654171099601095, 8.256954207584677]",2017-03-01,0.2683780287694423,tree,0.208296502254918,-0.4749008260491919,0.891493830559028
tree_0,"[-12.17503067677975, 9.66687598974862]",2017-04-01,0.3135759595342898,tree,0.25398987244467014,-0.4292074558594398,0.93718720074878
tree_1,"[-11.262036573388308, 8.160969908434629]",2017-04-01,0.3966381094923875,tree,0.23763950916756793,-0.445557819136542,0.9208368374716779
tree_2,"[-11.13137723485804, 8.06372341512419]",2017-04-01,0.2554771930740018,tree,0.20925047017778026,-0.4739468581263297,0.8924477984818902
tree_3,"[-12.94397360098245, 8.90835597442643]",2017-04-01,0.2845975847237867,tree,0.20567965530344923,-0.4775176730006607,0.8888769836075592
tree_4,"[-10.642673837548983, 8.5399568621107]",2017-04-01,0.3478008315298301,tree,0.201780376966838,-0.4814169513372719,0.884977705270948
tree_5,"[-11.278165370305556, 9.64038943419362]",2017-04-01,0.3104623129348763,tree,0.24596762740859987,-0.43722970089551005,0.9291649557127099
tree_6,"[-12.910582282004743, 8.649886836498862]",2017-04-01,0.3178013754262967,tree,0.19614922787930814,-0.48704810042480184,0.8793465561834181
tree_7,"[-12.238503609450673, 9.203949589682702]",2017-04-01,0.3473556655012791,tree,0.22065971864712336,-0.4625376096569866,0.9038570469512333
tree_8,"[-12.039093376256593, 9.174868219782105]",2017-04-01,0.3437617003418127,tree,0.22024804314827584,-0.4629492851558341,0.9034453714523858
tree_9,"[-12.78662938465795, 8.321523638067092]",2017-04-01,0.2782298201071365,tree,0.2066558921981465,-0.47654143610596345,0.8898532205022565
tree_10,"[-11.171437683447222, 9.078336637619136]",2017-04-01,0.2957335639900908,tree,0.2134168211403355,-0.46978050716377445,0.8966141494444455
