id,center,image_date,image_value,type,mean_image_value,min_image_value,max_image_value
tree_38,"[-11.767627597673389, 8.553376036923899]",2014-01-01,0,tree,0.2068521119946949,-0.47634521630941506,0.8900494402988048
tree_39,"[-12.35344769763381, 9.692474184803153]",2014-01-01,0.0040068488500672,tree,0.20830195843157348,-0.47489536987253644,0.8914992867356835
tree_40,"[-11.654718211832849, 9.692655021455097]",2014-01-01,0.0473589439551883,tree,0.4221498518997111,-0.26104747640439885,1.105347180203821
tree_41,"[-12.070012985284581, 9.874117197867227]",2014-01-01,0.0156966231620996,tree,0.26055652884465474,-0.4226407994594552,0.9437538571487647
tree_42,"[-11.733995671765806, 9.920536043527445]",2014-01-01,0.058201325028168,tree,0.2626369619104255,-0.42056036639368444,0.9458342902145355
tree_43,"[-11.486078247019988, 8.781629344780729]",2014-01-01,0.02133274170677,tree,0.21006846571147825,-0.4731288625926317,0.8932657940155881
tree_44,"[-10.83180223715611, 7.990300789814084]",2014-01-01,0.0189755167514147,tree,0.23882043908914932,-0.44437688921496066,0.9220177673932592
tree_45,"[-11.191434706468256, 8.846221803581065]",2014-01-01,0,tree,0.19685363625780478,-0.4863436920463052,0.8800509645619148
tree_46,"[-10.906727774655725, 7.623412050939405]",2014-01-01,0.0048672111066247,tree,0.20916541605253042,-0.47403191225157953,0.8923627443566404
tree_47,"[-11.225589156732275, 8.051514200776348]",2014-01-01,0.0101951016109619,tree,0.21074924961045466,-0.4724480786936553,0.8939465779145646
tree_48,"[-12.100675647414109, 9.144460857865157]",2014-01-01,0,tree,0.2155312041718945,-0.4676661241322154,0.8987285324760045
tree_49,"[-10.512108024162112, 8.658644534165038]",2014-01-01,0,tree,0.19708879902930557,-0.4861085292748044,0.8802861273334155
tree_50,"[-11.338685644980906, 8.979726496231624]",2014-01-01,0,tree,0.20260961065649571,-0.4805877176476142,0.8858069389606057
tree_51,"[-12.06680992473257, 9.130617863855921]",2014-01-01,0,tree,0.20597937486434859,-0.47721795343976137,0.8891767031684585
tree_52,"[-10.891112836423709, 8.971102981060218]",2014-01-01,0,tree,0.2664366813203302,-0.41676064698377974,0.9496340096244402
tree_53,"[-11.225425494879728, 9.584728452329147]",2014-01-01,0.0425383399737874,tree,0.22536838589674507,-0.4578289424073649,0.908565714200855
tree_54,"[-12.654171099601095, 8.256954207584677]",2014-01-01,0.0123867670483955,tree,0.208296502254918,-0.4749008260491919,0.891493830559028
tree_0,"[-12.17503067677975, 9.66687598974862]",2014-02-01,0.1389768577976574,tree,0.25398987244467014,-0.4292074558594398,0.93718720074878
tree_1,"[-11.262036573388308, 8.160969908434629]",2014-02-01,0.0614472730758845,tree,0.23763950916756793,-0.445557819136542,0.9208368374716779
tree_2,"[-11.13137723485804, 8.06372341512419]",2014-02-01,0.0252843073021806,tree,0.20925047017778026,-0.4739468581263297,0.8924477984818902
tree_3,"[-12.94397360098245, 8.90835597442643]",2014-02-01,0.0185404403371166,tree,0.20567965530344923,-0.4775176730006607,0.8888769836075592
tree_4,"[-10.642673837548983, 8.5399568621107]",2014-02-01,0.0463732659259295,tree,0.201780376966838,-0.4814169513372719,0.884977705270948
tree_5,"[-11.278165370305556, 9.64038943419362]",2014-02-01,0.9291649557127099,tree,0.24596762740859987,-0.43722970089551005,0.9291649557127099
tree_6,"[-12.910582282004743, 8.649886836498862]",2014-02-01,0.0400112197345499,tree,0.19614922787930814,-0.48704810042480184,0.8793465561834181
tree_7,"[-12.238503609450673, 9.203949589682702]",2014-02-01,0.4360334446039879,tree,0.22065971864712336,-0.4625376096569866,0.9038570469512333
tree_8,"[-12.039093376256593, 9.174868219782105]",2014-02-01,0.0698869588885039,tree,0.22024804314827584,-0.4629492851558341,0.9034453714523858
tree_9,"[-12.78662938465795, 8.321523638067092]",2014-02-01,0.0278212709480633,tree,0.2066558921981465,-0.47654143610596345,0.8898532205022565
tree_10,"[-11.171437683447222, 9.078336637619136]",2014-02-01,0.0297032785528882,tree,0.2134168211403355,-0.46978050716377445,0.8966141494444455
tree_11,"[-11.63843715987665, 7.800436861244343]",2014-02-01,0.02629047608247,tree,0.22039722700936032,-0.46280010129474963,0.9035945553134703
tree_12,"[-12.392492309119397, 8.054702066760422]",2014-02-01,0.0293868613845496,tree,0.20194214661067714,-0.48125518169343284,0.8851394749147871
tree_13,"[-12.608906049077698, 8.486851426971757]",2014-02-01,0.0300468682299254,tree,0.21508243080322276,-0.4681148975008872,0.8982797591073327
tree_14,"[-12.59025984970882, 9.089299462294987]",2014-02-01,0.0941822787297613,tree,0.204602611321553,-0.47859471698255696,0.887799939625663
tree_15,"[-10.587111971554519, 8.19949601360739]",2014-02-01,0.0347052526837465,tree,0.2122490989264463,-0.4709482293776637,0.8954464272305562
tree_16,"[-12.61660507579259, 8.076925787644932]",2014-02-01,0.0218450839651146,tree,0.20542906948166662,-0.47776825882244334,0.8886263977857766
tree_17,"[-12.49706195783479, 8.230162092310179]",2014-02-01,0.0137728743336985,tree,0.20444999049275636,-0.4787473378113536,0.8876473187968663
tree_18,"[-12.573494309259104, 8.580357190946753]",2014-02-01,0.022168803749231,tree,0.2079087902425157,-0.4752885380615942,0.8911061185466257
tree_19,"[-12.707428088596602, 8.598953092447799]",2014-02-01,0.0123749030097526,tree,0.22281001104456866,-0.4603873172595413,0.9060073393486786
tree_20,"[-12.089248586010005, 9.480142060884234]",2014-02-01,0.106007762613323,tree,0.2420150211581639,-0.4411823071459461,0.9252123494622738
tree_21,"[-12.05699453237849, 7.999454107609768]",2014-02-01,0.0390324731285894,tree,0.20763090560077407,-0.4755664227033359,0.8908282339048841
