source,site_name,developer,country,longitude,latitude,status,date_commissioned,customers
CLUBER,Ambohidreny,AIDER,Madagascar,47.7700,-18.4300,Operating,2012-01-01,0
CLUBER,Andranofeno sud,Association des usagers,Madagascar,47.1700,-18.0600,Operating,2007-01-01,0
CLUBER,Andriatsemboka,AIDER,Madagascar,47.4700,-19.0400,Operating,2010-01-01,0
CLUBER,Ankadinandriana,MoneyTech,Madagascar,47.5300,-18.9200,Operating,2011-01-01,0
CLUBER,Ambaravaranala,AIDER,Madagascar,47.8300,-19.1300,Operating,2010-01-01,0
CLUBER,Belobaka,Henri Fraise et Fils,Madagascar,45.6900,-18.9800,Operating,2017-01-01,0
CLUBER,Mandalobe,CASIELEC,Madagascar,46.1100,-19.1100,Unknown,2017-01-01,2930
CLUBER,Antoby est,3ERAE,Madagascar,46.9200,-19.0700,Operating,2015-01-01,0
CLUBER,Ankaranana,Association FAHAZAVANA,Madagascar,46.3600,-19.3000,Operating,2011-01-01,0
CLUBER,Ankazomiriotra,Power & Water,Madagascar,46.5100,-19.6100,Operating,2005-01-01,0
CLUBER,Mandoto,Power & Water,Madagascar,46.2900,-19.5800,Operating,2007-01-01,0
CLUBER,Ivovona,MAD'EOLE,Madagascar,49.3900,-12.3200,Operating,2010-01-01,0
CLUBER,Sahasifotra,MAD-EOLE,Madagascar,49.2800,-12.4700,Operating,2007-01-01,0
CLUBER,Ambolobozobe,MAD'EOLE,Madagascar,49.5200,-12.4500,Unknown,2010-01-01,0
CLUBER,Ambolobozokely,MAD'EOLE,Madagascar,49.5200,-12.4500,Unknown,2010-01-01,0
CLUBER,Fandriana,HIER,Madagascar,47.3700,-20.2300,Operating,2014-01-01,0
CLUBER,Soavina - Ilaka centre,HIER,Madagascar,47.1600,-20.3300,Operating,2015-01-01,0
CLUBER,Ambohimahamasina,COMMUNE,Madagascar,47.1800,-21.9300,Operating,2005-01-01,0
CLUBER,Sahatona,HIER,Madagascar,47.1000,-20.9600,Unknown,2017-01-01,0
CLUBER,Tolongoina,SM3E,Madagascar,47.5100,-21.5500,Operating,2016-01-01,0
CLUBER,Antanimbary,CASIELEC,Madagascar,46.8500,-17.1800,Operating,2005-01-01,442
CLUBER,Mahazoma,CASIELEC,Madagascar,46.5700,-17.1700,Operating,2006-01-01,229
CLUBER,Ambondromamy,CASIELEC,Madagascar,47.1600,-16.4400,Operating,2009-01-01,524
CLUBER,Andranofasika,CASIELEC,Madagascar,46.8400,-16.3400,Operating,2005-01-01,321
CLUBER,Andranomamy,CASIELEC,Madagascar,47.1300,-16.5300,Operating,2009-01-01,187
CLUBER,Anjijia,CASIELEC,Madagascar,46.9500,-16.4600,Operating,2009-01-01,307
CLUBER,Ankazomborona,CASIELEC,Madagascar,46.6800,-16.1000,Operating,2005-01-01,0
CLUBER,Madirovalo,CASIELEC,Madagascar,46.5400,-16.4400,Operating,2006-01-01,0
CLUBER,Manerinerina,CASIELEC,Madagascar,47.3000,-16.2800,Operating,2009-01-01,312
CLUBER,Tsaramandroso,CASIELEC,Madagascar,47.0400,-16.3600,Operating,2006-01-01,101
CLUBER,Besakoa Mahajamba,EDM,Madagascar,47.0600,-15.6700,Operating,2005-01-01,0
CLUBER,Marosakoa,CASIELEC,Madagascar,46.7500,-16.1700,Operating,2006-01-01,0
CLUBER,Katsepy,CASIELEC,Madagascar,46.2400,-15.7700,Operating,2005-01-01,148
CLUBER,Bealalana,Unkonwn,Madagascar,48.7500,-14.5500,Unknown,2017-01-01,0
CLUBER,Imerimandroso,BETC,Madagascar,48.5900,-17.4300,Operating,2012-01-01,0
CLUBER,Manakambahiny ouest,JIRAMA,Madagascar,48.3300,-17.8000,Operating,2004-01-01,0
CLUBER,Tanambe,JIRAMA,Madagascar,48.4500,-17.3600,Operating,2001-01-01,0
CLUBER,Anosibe an'Ala,JIRAMA,Madagascar,48.2000,-19.4300,Operating,2008-01-01,0
CLUBER,Amboasary,BETC,Madagascar,48.2600,-18.4400,Unknown,2006-01-01,0
CLUBER,Foulepointe,JIRAMA,Madagascar,49.51,-17.68,Operating,2000-01-01,0
CLUBER,Tsaravinany,COGIC,Madagascar,48.6500,-19.6800,Operating,2009-01-01,0
CLUBER,Amboanaivo,Association Angovo Soan'Androy,Madagascar,45.5600,-25.1300,Operating,2016-01-01,0
CLUBER,Beanantara,Association Fihamy,Madagascar,46.2300,-25.0500,Operating,2016-01-01,0
CLUBER,Maroalimainty,Association TELORAE TEA FAHAZAVAGNE,Madagascar,46.2000,-25.1600,Operating,2016-01-01,0
CLUBER,Antanimora sud,Ambinintsoa Energy,Madagascar,45.6500,-24.8100,Operating,2007-01-01,0
CLUBER,Ambondro,Association Angovo Soan'Androy,Madagascar,45.8200,-25.2100,Operating,2010-01-01,0
CLUBER,Marovato,Association Angovo Soan'Androy,Madagascar,45.7400,-25.3100,Operating,2016-01-01,0
CLUBER,Ifotaka,Entreprise TOKY Construction,Madagascar,46.1300,-24.8100,Operating,2015-01-01,0
CLUBER,Tanandava,Entreprise TOKY Construction,Madagascar,46.4600,-25.1300,Operating,2016-01-01,0
CLUBER,Mahatalaky,Entreprise TOKY Construction,Madagascar,47.0800,-24.8300,Operating,2015-01-01,0
CLUBER,Fotadrevo,Association,Madagascar,45.0100,-24.0500,Operating,2006-01-01,0
CLUBER,Ejeda,Entreprise,Madagascar,44.5100,-24.3400,Operating,2007-01-01,0
CLUBER,Ankililoaka,ALM GUANO,Madagascar,43.6100,-22.7600,Operating,2008-01-01,0
CLUBER,Ankilizato,HIER,Madagascar,45.0400,-20.4100,Operating,2015-01-01,0
CLUBER,Malaimbandy,POWER & WATER,Madagascar,45.5900,-20.3400,Operating,2009-01-01,0
CLUBER,Ambatolahy,Commune,Madagascar,45.5300,-20.0000,Operating,2006-01-01,0
CLUBER,IhanakataneII / Commune de Talataye,Unkonwn,Mali,1.2100,16.2800,Unknown,2017-01-01,0
CLUBER,Tabango / Commune de Bara,Unkonwn,Mali,0.4600,15.7300,Unknown,2017-01-01,0
CLUBER,Ikarbaganene II / Commune de Tilemsi,NL,Mali,0.9760,17.0247,Unknown,2017-01-01,0
CLUBER,Menaka,ETM,Mali,2.3900,15.9100,Unknown,2018-01-01,0
CLUBER,Guindinta / Commune de Diakon,KAMA,Mali,-10.3200,14.4500,Operating,2015-01-01,0
CLUBER,Loumbama / Commune de Diakon,KAMA,Mali,-10.2300,14.3800,Unknown,2017-01-01,0
CLUBER,Trentoumou / Commune de Diakon,KAMA,Mali,-10.1900,14.4700,Unknown,2017-01-01,0
CLUBER,Farabougou / Commune de camara,sans opérateur,Mali,-7.7500,13.5800,Unknown,2017-01-01,0
CLUBER,Ambidédikoré / Commune de Kaffo,KURUMBA,Mali,-11.7900,14.5800,Unknown,2017-01-01,0
CLUBER,Aourou / Commune de Djelebou,GIE KAKERIFO,Mali,-11.5800,14.9700,Unknown,2017-01-01,0
CLUBER,Bongourou / Commune de Liberte Dembaya,sans opérateur,Mali,-11.5100,14.4800,Unknown,2017-01-01,0
CLUBER,Gakoura / Commune de Kafo,KURUMBA,Mali,-11.9700,14.6500,Unknown,2017-01-01,0
CLUBER,Sansangué / Commune de Guidimakan Kéry Kafo,NL,Mali,-11.9600,14.7800,Unknown,2017-01-01,0
CLUBER,Troun / Commune de Sero Diamanou,sans opérateur,Mali,-11.1100,14.8000,Unknown,2017-01-01,0
CLUBER,Falea / Commune de Falea,NL,Mali,-11.2700,12.2600,Unknown,2017-01-01,0
CLUBER,Dialaya / Commune de Bendougouba,sans opérateur,Mali,-9.4200,13.0100,Unknown,2017-01-01,0
CLUBER,Gavinane / Commune de Gavinane,Unkonwn,Mali,-9.8800,15.1300,Unknown,2017-01-01,0
CLUBER,Kouroukere / Commune de Yerere,NL,Mali,-9.4800,15.4200,Unknown,2017-01-01,0
CLUBER,Saourane,MOHACOM,Mali,-10.8100,14.3200,Operating,2014-01-01,0
CLUBER,Dialaka / Commune de Tringa,SSD Kuraye Kurumba,Mali,-10.8000,14.6300,Unknown,2017-01-01,0
CLUBER,Kodié / Commune de Guidime,SSD Kuraye Kurumba,Mali,-10.5300,15.2000,Unknown,2017-01-01,0
CLUBER,Sambaga / Commune de Diafounou Gory,SSD Kuraye Kurumba,Mali,-10.6600,15.1100,Unknown,2017-01-01,0
CLUBER,Sambakanou / Commune de Gory,SSD Kuraye Kurumba,Mali,-10.7000,15.1100,Unknown,2017-01-01,0
CLUBER,Batama,GIE KALAOU-MOULINE,Mali,-11.1600,13.0600,Unknown,2018-01-01,0
CLUBER,Diankounté,KAGNELA,Mali,-9.8459,13.0142,Unknown,2018-01-01,0
CLUBER,Digokory,ARLF,Mali,-12.0000,14.6700,Unknown,2018-01-01,0
CLUBER,Djédigui Kassé,KAMA,Mali,-10.2900,14.4700,Operating,2015-01-01,0
CLUBER,Djidjan,SOGEP,Mali,-9.4500,13.2000,Unknown,2018-01-01,0
CLUBER,Djoumara,BECI,Mali,-8.5600,14.5400,Unknown,2018-01-01,0
CLUBER,Dogofiry,SSD KK,Mali,-10.9300,15.0100,Unknown,2018-01-01,0
CLUBER,Doualé,KAMA,Mali,-10.3100,14.4500,Operating,2015-01-01,0
CLUBER,Gagny,SSD KK,Mali,-11.6800,14.5900,Unknown,2018-01-01,0
CLUBER,Gakoura,SSD KK,Mali,-11.9700,14.6500,Unknown,2018-01-01,0
CLUBER,Gory,SSD KK,Mali,-10.7500,15.1100,Unknown,2018-01-01,0
CLUBER,Gouméra,BLUE SKY,Mali,-11.3000,14.5500,Unknown,2018-01-01,0
CLUBER,Kabou,ARLF,Mali,-3.4400,15.5200,Unknown,2018-01-01,0
CLUBER,Kakoulou,GIE DJEYASSO,Mali,-5.6400,13.4800,Unknown,2018-01-01,0
CLUBER,Kalaou,GIE KALAOU-MOULINE,Mali,-10.9800,14.5300,Unknown,2018-01-01,0
CLUBER,Kandia,KAMA,Mali,-11.0400,14.7600,Operating,2015-01-01,0
CLUBER,Kembé,KAMA,Mali,-10.4600,14.5000,Unknown,2018-01-01,0
CLUBER,Kembélé,KAMA,Mali,-10.2200,14.4200,Unknown,2018-01-01,0
CLUBER,Kénéiba,KAMA,Mali,-11.1600,12.7500,Operating,2013-01-01,0
CLUBER,Kersignagné Diafounou,SSD KK,Mali,-10.8700,15.0700,Unknown,2018-01-01,0
CLUBER,Kersignagné Kaniaga,SSD KK,Mali,-10.9800,14.9900,Unknown,2018-01-01,0
CLUBER,Kirané,SSD KK,Mali,-10.2300,15.4100,Unknown,2018-01-01,0
CLUBER,Kokofata,SABOU,Mali,-9.9400,12.8800,Unknown,2018-01-01,0
CLUBER,Kouri,KAMA,Mali,-10.3600,14.2200,Unknown,2018-01-01,0
CLUBER,Kourounidifing,KAMA,Mali,-10.5500,14.5000,Operating,2015-01-01,0
CLUBER,Kourounikoto,SOGEP,Mali,-10.4000,12.6000,Unknown,2018-01-01,0
CLUBER,Lambidou,ABIS DISTRIBUTION,Mali,-9.5600,14.3100,Unknown,2018-01-01,0
CLUBER,Madiga Sacko,KAMA,Mali,-9.3000,14.3500,Unknown,2018-01-01,0
CLUBER,Madina,KAMA,Mali,-8.8600,13.4000,Operating,2015-01-01,0
CLUBER,Mélo,BLUE SKY,Mali,-11.0200,14.7800,Unknown,2018-01-01,0
CLUBER,Sadiola,KAMA,Mali,-11.7000,13.8900,Operating,2013-01-01,0
CLUBER,Sagabary,EGEC,Mali,-9.8000,12.5800,Unknown,2018-01-01,0
CLUBER,Sélinkégni,MOHA-COM,Mali,-10.7800,14.0900,Unknown,2018-01-01,0
CLUBER,Séro,BLUE SKY,Mali,-11.0600,14.8000,Unknown,2018-01-01,0
CLUBER,Soboukou,ARLF,Mali,-11.9800,14.6600,Unknown,2018-01-01,0
CLUBER,Tambaga,ESE2,Mali,-9.2200,15.2900,Unknown,2018-01-01,0
CLUBER,Tigana,MOHACOM,Mali,-10.7600,14.2600,Operating,2014-01-01,0
CLUBER,Toukoto,Unkonwn,Mali,-9.8800,13.4400,Unknown,2018-01-01,0
CLUBER,Troungoumbé,BMB,Mali,-9.2300,15.2600,Unknown,2018-01-01,0
CLUBER,Yaguiné-Sambakanou,SSD KK,Mali,-10.7200,15.1300,Unknown,2018-01-01,0
CLUBER,Essouk / Commune de Essouk,Comité local,Mali,2.3400,18.8300,Unknown,2017-01-01,0
CLUBER,Adjelhock / Commune de Tessalit,NL,Mali,0.8500,19.4600,Unknown,2017-01-01,0
CLUBER,Kiban / Commune de Kiban,Unkonwn,Mali,-7.3500,13.5700,Unknown,2017-01-01,0
CLUBER,Béléko Soba / Commune de Diedougou,NL,Mali,-6.4000,12.4700,Unknown,2017-01-01,0
CLUBER,Déguéla / Commune de Minidian,NL,Mali,-8.3900,11.9800,Unknown,2017-01-01,0
CLUBER,Kafara / Commune de Ouellessobougou,SAFEELEC,Mali,-7.8000,12.1300,Unknown,2017-01-01,0
CLUBER,Kéniéroba / Commune de Bancoumana,NL,Mali,-8.3300,12.1000,Unknown,2017-01-01,0
CLUBER,N'Tjiba,ACCESS,Mali,-7.3600,12.3100,Operating,2017-01-01,0
CLUBER,Néguéla / Commune de Bossofala,NL,Mali,-6.5000,11.2600,Unknown,2017-01-01,0
CLUBER,Sougoula / Commune de Ouellessobougou,SAFEELEC,Mali,-7.7700,12.0800,Unknown,2017-01-01,0
CLUBER,Tiélé / Commune de Tiele,NL,Mali,-7.5700,12.3000,Unknown,2017-01-01,0
CLUBER,Yelekebougou / Commune de Yelekebougou,NL,Mali,-8.0300,12.9600,Unknown,2017-01-01,0
CLUBER,Ouolodo / Commune de Oulodo,NL,Mali,-7.9200,13.1900,Unknown,2017-01-01,0
CLUBER,Tioribougou / Commune de Tioribougou,NL,Mali,-7.9800,13.3700,Unknown,2017-01-01,0
CLUBER,Tioribougou / Commune de Tioribougou,NL,Mali,-7.9800,13.3700,Unknown,2017-01-01,0
CLUBER,Doumba / Commune de Doumba,NL,Mali,-7.6100,13.0200,Unknown,2017-01-01,0
CLUBER,Sirakorola-Ouest / Commune de Sirakorola,NL,Mali,-7.5600,13.2800,Unknown,2017-01-01,0
CLUBER,Balle / Commune de Dogofry,Unkonwn,Mali,-8.5800,15.3300,Unknown,2017-01-01,0
CLUBER,Dilly / Commune de Dilly,Unkonwn,Mali,-7.6600,14.9900,Unknown,2017-01-01,0
CLUBER,Guire / Commune de Guire,NL,Mali,-6.6900,14.6400,Unknown,2017-01-01,0
CLUBER,Bancoumana,ACCESS sarl,Mali,-8.2600,12.2000,Operating,2015-01-01,0
CLUBER,Digan,SAFELEC,Mali,-6.8000,10.8600,Unknown,2018-01-01,0
CLUBER,Kéla,YIRIIMEX,Mali,-8.4500,11.8900,Unknown,2018-01-01,0
CLUBER,Korokoto,KNEM,Mali,-10.0800,12.5800,Unknown,2018-01-01,0
CLUBER,Kourémalé,SPE,Mali,-8.7800,11.9500,Operating,2015-01-01,0
CLUBER,Sanankoro Djitoumou,SAFEELEC,Mali,-6.6000,10.8300,Unknown,2018-01-01,0
CLUBER,Tinkélé,SAFEELEC,Mali,-7.9600,11.8900,Unknown,2018-01-01,0
CLUBER,Konio / Commune de Dandougou- Fakala,NL,Mali,-4.4700,13.6800,Unknown,2017-01-01,0
CLUBER,Kouakourou / Commune de Kewa,NL,Mali,-4.4900,14.2200,Unknown,2017-01-01,0
CLUBER,Madiama / Commune de Madiama,NL,Mali,-4.3900,13.7900,Unknown,2017-01-01,0
CLUBER,Soha / Commune de Nema-badenyakafo,Unkonwn,Mali,-4.7100,13.8700,Unknown,2017-01-01,0
CLUBER,Somadougou / Commune de Sio,NL,Mali,-4.0600,14.2800,Unknown,2017-01-01,0
CLUBER,Boré / Commune de Dangol-Boré,NL,Mali,-3.4800,15.1300,Unknown,2017-01-01,0
CLUBER,Hombori / Commune de Hombori,Unkonwn,Mali,-1.7000,15.2800,Unknown,2017-01-01,0
CLUBER,Hamdallaye / Commune de Sio,sans opérateur,Mali,-4.0900,14.3300,Unknown,2017-01-01,0
CLUBER,Soufourlaye / Commune de Sio,NL,Mali,-4.0800,14.4100,Unknown,2017-01-01,0
CLUBER,Dioura / Commune de Kareri,NL,Mali,-5.2200,14.8800,Unknown,2017-01-01,0
CLUBER,Toguere Coumbé / Commune de Toguere Coumbé,NL,Mali,-4.5900,14.9100,Unknown,2017-01-01,0
CLUBER,Nouh Peulh / Commune de Diafarabe,sans opérateur,Mali,-4.9800,14.1400,Unknown,2017-01-01,0
CLUBER,Boni,EGI,Mali,-2.2200,15.0700,Unknown,2018-01-01,0
CLUBER,Dia,SEER,Mali,-4.9500,14.3500,Unknown,2018-01-01,0
CLUBER,Dinagourou,KAMA,Mali,-2.2400,14.4400,Unknown,2018-01-01,0
CLUBER,Douary,KAMA,Mali,-2.3000,14.5300,Unknown,2018-01-01,0
CLUBER,Téné,FASO TRAVAUX,Mali,-4.8000,13.3300,Unknown,2018-01-01,0
CLUBER,Fangasso / Commune de Fangasso,NL,Mali,-4.6400,13.3300,Unknown,2017-01-01,0
CLUBER,Tamani / Commune de Tamani,NL,Mali,-6.8300,13.3300,Unknown,2017-01-01,0
CLUBER,Diaramana / Commune de Diaramana,Unkonwn,Mali,-5.4100,12.8400,Unknown,2017-01-01,0
CLUBER,Dougouolo / Commune de Dougouolo,NL,Mali,-5.5600,12.9200,Unknown,2017-01-01,0
CLUBER,Bertha / Commune de Saloba,Unkonwn,Mali,-5.1900,13.7200,Unknown,2018-01-01,0
CLUBER,Boubamorybougou / Commune de Sana,Unkonwn,Mali,-5.0800,13.8200,Unknown,2018-01-01,0
CLUBER,Diago / Commune de Sana,Unkonwn,Mali,-8.1500,12.7700,Unknown,2018-01-01,0
CLUBER,Diffoula / Commune de Saloba,Unkonwn,Mali,-5.2400,13.6800,Unknown,2018-01-01,0
CLUBER,Dionbougouba / Commune de Saloba,Unkonwn,Mali,-5.2100,13.7100,Unknown,2018-01-01,0
CLUBER,Dionbougoura / Commune de Saloba,Unkonwn,Mali,-5.2400,13.6900,Unknown,2018-01-01,0
CLUBER,Kakan / Commune de Saloba,Unkonwn,Mali,-5.5400,13.9200,Unknown,2018-01-01,0
CLUBER,Kallala Bambara / Commune de Sana,Unkonwn,Mali,-5.1100,13.7600,Unknown,2018-01-01,0
CLUBER,Kallala Peulh / Commune de Sana,Unkonwn,Mali,-5.1100,13.7700,Unknown,2018-01-01,0
CLUBER,Kerta / Commune de Sana,Unkonwn,Mali,-5.0000,13.7700,Unknown,2018-01-01,0
CLUBER,Kienkourou / Commune de Sana,Unkonwn,Mali,-5.0300,13.8100,Unknown,2018-01-01,0
CLUBER,Kougodiani / Commune de Sana,Unkonwn,Mali,-5.0100,13.8000,Unknown,2018-01-01,0
CLUBER,Mangoni / Commune de Saloba,Unkonwn,Mali,-5.2900,13.6700,Unknown,2018-01-01,0
CLUBER,Massa Were / Commune de Saloba,Unkonwn,Mali,-5.2900,13.6600,Unknown,2018-01-01,0
CLUBER,Matomo / Commune de Matomo,NL,Mali,-4.9667,13.8500,Unknown,2017-01-01,0
CLUBER,Missena / Commune de Saloba,Unkonwn,Mali,-5.2700,13.7000,Unknown,2018-01-01,0
CLUBER,Motomo / Commune de Sana,Unkonwn,Mali,-4.9700,13.6400,Unknown,2018-01-01,0
CLUBER,Niantilela / Commune de Saloba,Unkonwn,Mali,-5.2500,13.7100,Unknown,2018-01-01,0
CLUBER,Ouan Marka / Commune de Saloba,Unkonwn,Mali,-5.2700,13.6900,Unknown,2018-01-01,0
CLUBER,Sarro / Commune de Saloba,Unkonwn,Mali,-5.2300,13.7200,Unknown,2017-01-01,0
CLUBER,Sarro / Commune de Saloba,Unkonwn,Mali,-5.2400,13.7200,Unknown,2018-01-01,0
CLUBER,Saye / Commune de Sana,Unkonwn,Mali,-5.0000,13.8200,Unknown,2018-01-01,0
CLUBER,Sellen / Commune de Saloba,Unkonwn,Mali,-5.2100,13.6900,Unknown,2018-01-01,0
CLUBER,Sewere / Commune de Sana,Unkonwn,Mali,-4.9900,13.8100,Unknown,2018-01-01,0
CLUBER,Tlengolola / Commune de Sana,Unkonwn,Mali,-5.0500,13.8100,Unknown,2018-01-01,0
CLUBER,Toumabougou / Commune de Saloba,Unkonwn,Mali,-5.2300,13.6900,Unknown,2018-01-01,0
CLUBER,Diambé / Commune de Diabaly,NL,Mali,-5.9000,14.6200,Unknown,2017-01-01,0
CLUBER,Dinso / Commune de N'Goa,NL,Mali,-8.0800,10.4600,Unknown,2017-01-01,0
CLUBER,Mandiakuy / Commune de Mandiakuy,NL,Mali,-4.4600,13.0100,Unknown,2017-01-01,0
CLUBER,Sy / Commune de Sy,NL,Mali,-4.9700,13.6000,Unknown,2017-01-01,0
CLUBER,Cinzana / Commune de Cinzana,SDD,Mali,-5.9600,13.2600,Unknown,2017-01-01,0
CLUBER,Dougoukouna / Commune de Sebougou,SDD,Mali,-6.3700,13.3700,Unknown,2017-01-01,0
CLUBER,Koula / Commune de Koula,NL,Mali,-7.6500,13.1100,Unknown,2017-01-01,0
CLUBER,Boidié,GIE FITINE,Mali,-6.8700,13.1200,Unknown,2018-01-01,0
CLUBER,Dioro,EPRODED,Mali,-6.5000,12.8300,Unknown,2018-01-01,0
CLUBER,Farakala,SEECO,Mali,-5.3500,12.9100,Unknown,2018-01-01,0
CLUBER,Kamba,GIE FITINE,Mali,-2.9800,12.6300,Unknown,2018-01-01,0
CLUBER,Sokolo,SEECO,Mali,-6.1100,14.7300,Unknown,2018-01-01,0
CLUBER,Ténéni,SEECO,Mali,-4.7900,13.3300,Operating,2015-01-01,0
CLUBER,Touna,SEECO,Mali,-5.8300,13.1100,Unknown,2018-01-01,0
CLUBER,Yangasso,SEECO,Mali,-5.3200,13.0600,Unknown,2018-01-01,0
CLUBER,Koualé / Commune de Koumantou,sans opérateur,Mali,-7.0100,11.4000,Unknown,2017-01-01,0
CLUBER,SANSO / Commune de SANSO,SSD YELEN KURA,Mali,-6.8400,11.7100,Unknown,2017-01-01,0
CLUBER,Sido / Commune de Sido,sans opérateur,Mali,-7.6000,11.6700,Unknown,2017-01-01,0
CLUBER,Denié,ACCESS,Mali,-6.4344,11.5400,Unknown,2018-01-01,0
CLUBER,Kolondiéba,SSD-EN SA Yeelen Kura,Mali,-6.8900,11.0900,Operating,2011-01-01,0
CLUBER,FIZANKORO / Commune de KONSEGUELA,SSD YELEN KURA,Mali,-5.7600,12.3900,Unknown,2017-01-01,0
CLUBER,GOUANTIESSO / Commune de M'PESSOBA,SSD YELEN KURA,Mali,-5.5600,12.7300,Unknown,2017-01-01,0
CLUBER,KINTIERI / Commune de M'PESSOBA,SSD YELEN KURA,Mali,-5.7100,12.7300,Unknown,2017-01-01,0
CLUBER,Dembéla / Commune de Dembela,sans opérateur,Mali,-6.3600,11.7300,Unknown,2017-01-01,0
CLUBER,Missirikoro / Commune de Missirikoro,sans opérateur,Mali,-5.7500,11.2600,Unknown,2017-01-01,0
CLUBER,N'kourala / Commune de Kapolondougou,ACCESS,Mali,-6.1000,11.3500,Unknown,2017-01-01,0
CLUBER,Samogossoni / Commune de Diomatene,sans opérateur,Mali,-5.6200,11.3900,Unknown,2017-01-01,0
CLUBER,Sirakoro / Commune de Yiridougou,ESE2,Mali,-9.2200,12.6800,Unknown,2017-01-01,0
CLUBER,Ouassada / Commune de Wassoulou-bale,sans opérateur,Mali,-8.0500,11.0500,Unknown,2017-01-01,0
CLUBER,N'GOROLA / Commune de KOURY,SSD YELEN KURA,Mali,-4.7200,12.2600,Unknown,2017-01-01,0
CLUBER,TANDIO / Commune de KOURY,SSD YELEN KURA,Mali,-4.9500,12.1600,Unknown,2017-01-01,0
CLUBER,Faragouara,ACCESS,Mali,-7.7700,11.3100,Unknown,2018-01-01,0
CLUBER,Foulalaba,ACCESS,Mali,-7.3600,10.6800,Unknown,2018-01-01,0
CLUBER,Goualala,ACCESS,Mali,-8.2300,11.2100,Unknown,2018-01-01,0
CLUBER,Kébila,ACCESS sarl,Mali,-7.0400,11.2700,Operating,2014-01-01,0
CLUBER,Kignan,SSD-EN SA Yeelen Kura,Mali,-6.0200,11.8500,Operating,2012-01-01,0
CLUBER,Kimparana,SSD-EN SA Yeelen Kura,Mali,-4.9200,12.8300,Operating,2008-01-01,0
CLUBER,Koloni,ACCESS,Mali,-7.4800,12.0400,Unknown,2018-01-01,0
CLUBER,Koumantou,SSD-EN SA Yeelen Kura,Mali,-6.8400,11.4000,Operating,2012-01-01,0
CLUBER,Kouri,SSD-EN SA Yeelen Kura,Mali,-4.8000,12.2000,Operating,2012-01-01,0
CLUBER,Lobougoula,EAT,Mali,-5.9800,11.0400,Unknown,2018-01-01,0
CLUBER,M'pessoba,SSD-EN SA Yeelen Kura,Mali,-5.7200,12.6700,Operating,2012-01-01,0
CLUBER,Madina Kouroulamini,ACCESS,Mali,-7.7800,10.3100,Unknown,2018-01-01,0
CLUBER,Manankoro,ACCESS sarl,Mali,-7.4400,10.4500,Operating,2014-01-01,0
CLUBER,N'Goko,COGEACOM,Mali,-6.0400,10.4000,Unknown,2018-01-01,0
CLUBER,Niena,SSD-EN SA Yeelen Kura,Mali,-6.3500,11.4300,Operating,2012-01-01,0
CLUBER,Ourikela,SSD-EN SA Yeelen Kura,Mali,-5.0700,12.1100,Operating,2011-01-01,0
CLUBER,Yorosso,SSD-EN SA Yeelen Kura,Mali,-4.8100,12.3000,Operating,2012-01-01,0
CLUBER,Zantiebougou,ACCESS sarl,Mali,-7.2500,11.3800,Operating,2014-01-01,0
CLUBER,Bourem sidi amar / Commune de Bourem sidi,NL,Mali,-0.2990,17.6600,Unknown,2017-01-01,0
CLUBER,Atta / Commune de Tonka,sans opérateur,Mali,-3.7000,16.1900,Unknown,2017-01-01,0
CLUBER,Bintagoungou / Commune de Bintagoungou,MairieBintagoungou,Mali,-3.7300,16.7300,Unknown,2017-01-01,0
CLUBER,Douékiré / Commune de Douekire,EMC,Mali,-3.3700,16.5700,Unknown,2017-01-01,0
CLUBER,M'Bouna / Commune de M'Bouna,ALBARKAYERKOYE,Mali,-3.9700,16.6800,Unknown,2017-01-01,0
CLUBER,Meykoré / Commune de Tonka,EMC,Mali,-3.7200,16.2700,Unknown,2017-01-01,0
CLUBER,Toukabangou / Commune de Issa Bery,sans opérateur,Mali,-3.7800,16.7200,Unknown,2017-01-01,0
CLUBER,Yourmi / Commune de Tonka,sans opérateur,Mali,-3.8300,16.1600,Unknown,2017-01-01,0
CLUBER,Bambaramaoude / Commune de Bambaramaoude,NL,Mali,-2.7800,15.8400,Unknown,2017-01-01,0
CLUBER,Gossi,Gourma construction,Mali,-1.3000,15.8200,Unknown,2018-01-01,0
CLUBER,Lere,Enord,Mali,-4.9000,15.7100,Unknown,2018-01-01,0
CLUBER,Sangafé / Commune de Diakon,KAMA,Mali,-10.3600,14.6000,Unknown,2017-01-01,0
CLUBER,Brakna,CDS,Mauritania,-13.1740,17.2318,Unknown,2009-01-01,0
CLUBER,Gorgol Guidimakha,CDS,Mauritania,-12.3486,15.3067,Unknown,2008-01-01,0
CLUBER,Trarza,CDS,Mauritania,-14.6588,17.8665,Unknown,2010-01-01,0
CLUBER,Atar,SOMELEC,Mauritania,-13.0530,20.5073,Unknown,2017-01-01,0
CLUBER,Aleg,SOMELEC,Mauritania,-13.9167,17.0500,Unknown,2017-01-01,0
CLUBER,WALY DIANTANG,Unkonwn,Mauritania,-12.8667,15.3333,Operating,2010-01-01,0
CLUBER,Adel Bagrou,APAUS,Mauritania,-7.0230,15.6753,Unknown,2017-01-01,0
CLUBER,ADEL BAGROU,Unkonwn,Mauritania,-7.0230,15.6753,Operating,2009-01-01,0
CLUBER,Néma,APAUS,Mauritania,-7.2500,16.6167,Unknown,2017-01-01,0
CLUBER,Tidjikja,SOMELEC,Mauritania,-11.5248,18.6414,Unknown,2017-01-01,0
