geometry,Map,country,customers,date_commi,developer,latitude,longitude,site_name,source,status
POINT (16.694041666666664 -11.48404166666667),50,Angola,2000,2018-07-01,Unkonwn,-11.484,16.694,Andulo,CLUBER,Unknown
POINT (-4.199958333333342 11.76595833333333),40,Burkina Faso,0,2017-07-01,Unkonwn,11.766,-4.2,Bonvale,CLUBER,Unknown
POINT (-3.0769583333333514 10.806958333333341),40,Burkina Faso,0,2017-07-01,Unkonwn,10.807,-3.077,Bontioli,CLUBER,Unknown
POINT (-0.3039583333333269 11.25695833333333),50,Burkina Faso,0,2017-07-01,Unkonwn,11.257,-0.304,Bittou,CLUBER,Unknown
POINT (-2.3999583333333305 11.415958333333336),20,Burkina Faso,0,2016-07-01,TIN TUA ONG,11.416,-2.4,Gori,CLUBER,Unknown
POINT (-3.337958333333347 12.14295833333334),30,Burkina Faso,0,2017-07-01,Unkonwn,12.143,-3.338,Samendeni,CLUBER,Unknown
POINT (12.300041666666658 -1.3400416666666644),10,Burkina Faso,2300,2016-07-01,Sonabel,-1.34,12.3,Bilgo,CLUBER,Operating
POINT (-4.749958333333353 11.28295833333334),30,Burkina Faso,0,2017-07-01,Unkonwn,11.283,-4.75,Koutseni,CLUBER,Unknown
POINT (-2.7499583333333533 11.182958333333332),40,Burkina Faso,0,2017-07-01,Unkonwn,11.183,-2.75,Bon,CLUBER,Unknown
POINT (-1.16595833333335 11.115958333333339),40,Burkina Faso,0,2017-07-01,Unkonwn,11.116,-1.166,Badango,CLUBER,Unknown
POINT (-2.3329583333333517 11.582958333333337),20,Burkina Faso,0,2017-07-01,Unkonwn,11.583,-2.333,Gougourou,CLUBER,Unknown
POINT (-0.8229583333333323 12.61695833333333),60,Burkina Faso,0,2017-07-01,SPEEDTECH,12.617,-0.823,Ziga,CLUBER,Unknown
POINT (1.466041666666655 11.582958333333337),30,Burkina Faso,0,2017-07-01,Unkonwn,11.583,1.466,Arli,CLUBER,Unknown
POINT (0.7160416666666549 13.28295833333334),30,Burkina Faso,0,2017-07-01,Unkonwn,13.283,0.716,Kirgou,CLUBER,Unknown
POINT (11.450041666666664 -1.0523749999999978),10,Burkina Faso,5000,2017-07-01,Service international d'Appui au Développement,-1.0524,11.45,Guiba and Bindé,CLUBER,Operating
POINT (0.5800416666666592 10.25895833333334),30,Burkina Faso,0,2017-07-01,Unkonwn,10.259,0.58,Baoue,CLUBER,Unknown
POINT (12.805041666666654 6.917958333333331),10,Cameroon,0,2018-07-01,ONUDI,6.918,12.805,Adamaoua,CLUBER,Unknown
POINT (12.811041666666654 6.306958333333341),80,Cameroon,0,2018-07-01,Eneo Cameroon S A,6.307,12.811,Mbakaou,CLUBER,Unknown
POINT (11.706041666666664 4.62895833333333),30,Cameroon,0,2018-07-01,REFELA-Cam,4.629,11.706,Afanloum,CLUBER,Unknown
POINT (11.10004166666667 4.865958333333339),30,Cameroon,120,2017-07-01,Ministère de l?Eau et de l?Energie (Minee),4.866,11.1,Bayomen,CLUBER,Operating
POINT (11.385041666666666 4.952958333333342),10,Cameroon,0,2017-07-01,Unkonwn,4.953,11.385,Ngoro,CLUBER,Unknown
POINT (14.020041666666657 5.069958333333332),10,Cameroon,0,2015-07-01,Energy for Development Reasearch Project of the University of Southmpton,5.07,14.02,Bambouti / Ngoura,CLUBER,Operating
POINT (13.129041666666666 3.973958333333343),30,Cameroon,0,2018-07-01,REFELA-Cam,3.974,13.129,Angossas,CLUBER,Unknown
POINT (13.63004166666667 3.1609583333333404),30,Cameroon,0,2015-07-01,Agence d?électrification rurale (AER),3.161,13.63,Lomié,CLUBER,Unknown
POINT (12.823041666666654 3.7409583333333387),10,Cameroon,0,2015-07-01,Agence d?électrification rurale (AER),3.741,12.823,Messamena,CLUBER,Unknown
POINT (14.062041666666659 3.084958333333333),10,Cameroon,0,2015-07-01,Unkonwn,3.085,14.062,Messock,CLUBER,Unknown
POINT (9.891041666666666 5.016958333333335),30,Cameroon,300,2014-07-01,ADEID,5.017,9.891,Nkah,CLUBER,Operating
POINT (14.166041666666672 8.360958333333329),30,Cameroon,0,2016-07-01,CANOPY,8.361,14.166,Tcholliré,CLUBER,Operating
POINT (10.265041666666662 5.291958333333341),10,Cameroon,0,2017-07-01,Unkonwn,5.292,10.265,Batié,CLUBER,Unknown
POINT (14.062041666666659 3.084958333333333),10,Cameroon,0,2017-07-01,Unkonwn,3.085,14.062,Messok,CLUBER,Unknown
POINT (15.016041666666666 3.432958333333332),10,Cameroon,0,2018-07-01,REFELA-Cam,3.433,15.016,Mintom,CLUBER,Unknown
POINT (12.266041666666666 3.1159583333333387),30,Cameroon,0,2015-07-01,Huawei Technologies,3.116,12.266,Mvomeka?a,CLUBER,Operating
POINT (9.11604166666666 4.8329583333333375),10,Cameroon,0,2017-07-01,Unkonwn,4.833,9.116,Rumpi,CLUBER,Unknown
POINT (10.016041666666666 4.699958333333342),10,Cameroon,0,2014-07-01,Unkonwn,4.7,10.016,Bekem,CLUBER,Unknown
POINT (9.56604166666665 4.615958333333339),10,Cameroon,0,2014-07-01,Unkonwn,4.616,9.566,Chutes de Buba,CLUBER,Unknown
POINT (9.95504166666666 6.826958333333337),10,Cameroon,0,2014-07-01,Unkonwn,6.827,9.955,Edjong,CLUBER,Unknown
POINT (10.488041666666646 5.505958333333339),50,Cameroon,0,2014-07-01,Unkonwn,5.506,10.488,Famtchuet,CLUBER,Unknown
POINT (10.63604166666667 5.501958333333334),40,Cameroon,0,2014-07-01,Unkonwn,5.502,10.636,Foumbot,CLUBER,Unknown
POINT (10.639041666666657 6.080958333333342),50,Cameroon,0,2014-07-01,Unkonwn,6.081,10.639,Jakiri,CLUBER,Unknown
POINT (10.74704166666666 5.635958333333335),40,Cameroon,0,2014-07-01,Unkonwn,5.636,10.747,Koutaba,CLUBER,Unknown
POINT (9.367041666666665 5.819958333333332),10,Cameroon,0,2014-07-01,Unkonwn,5.82,9.367,Mak Mo,CLUBER,Unknown
POINT (10.978041666666655 5.428958333333341),10,Cameroon,0,2014-07-01,Unkonwn,5.429,10.978,Massagam,CLUBER,Unknown
POINT (10.283041666666662 4.749958333333339),10,Cameroon,0,2014-07-01,Unkonwn,4.75,10.283,Ndokban,CLUBER,Unknown
POINT (17.61204166666667 -4.951041666666669),30,DR Congo,4500,2017-07-01,UNDP / GEF / Government of RDC,-4.951,17.612,Mwanzi,CLUBER,Unknown
POINT (11.835041666666655 -4.630041666666671),30,DR Congo,2183,2017-07-01,UNDP / GEF / Government of RDC,-4.63,11.835,Loano,CLUBER,Unknown
POINT (19.300041666666658 -5.550041666666658),30,DR Congo,4330,2017-07-01,UNDP / GEF / Government of RDC,-5.55,19.3,Mukulu,CLUBER,Unknown
POINT (26.43504166666665 -3.386041666666671),10,DR Congo,4500,2017-07-01,UNDP / GEF / Government of RDC,-3.386,26.435,Munganzaa,CLUBER,Unknown
POINT (27.543041666666653 -11.654041666666657),50,DR Congo,0,2017-07-01,UNDP / GEF / Government of RDC,-11.654,27.543,Nianza,CLUBER,Unknown
POINT (14.19104166666665 -3.3900416666666615),10,DR Congo,2250,2017-07-01,UNDP / GEF / Government of RDC,-3.39,14.191,Kintadi,CLUBER,Unknown
POINT (21.758041666666657 -4.038041666666658),20,DR Congo,16875,2017-07-01,UNDP / GEF / Government of RDC,-4.038,21.758,Nsangi,CLUBER,Unknown
POINT (12.940041666666673 -4.9880416666666605),10,DR Congo,6919,2017-07-01,UNDP / GEF / Government of RDC,-4.988,12.94,Kikozo (riv. Lubuzi),CLUBER,Unknown
POINT (19.950041666666664 4.614958333333334),10,DR Congo,2227,2017-07-01,UNDP / GEF / Government of RDC,4.615,19.95,Wuwu,CLUBER,Unknown
POINT (26.790041666666667 -7.666041666666658),10,DR Congo,1318,2017-07-01,UNDP / GEF / Government of RDC,-7.666,26.79,Molua,CLUBER,Unknown
POINT (28.286041666666648 -1.5950416666666598),10,DR Congo,1130,2017-07-01,UNDP / GEF / Government of RDC,-1.595,28.286,Mole,CLUBER,Unknown
POINT (16.683041666666668 -5.8160416666666634),10,DR Congo,233333,2016-07-01,Unkonwn,-5.816,16.683,KABANGU (Bulungu cité),CLUBER,Unknown
POINT (18.565041666666673 -7.681041666666658),10,DR Congo,3792,2016-07-01,Unkonwn,-7.681,18.565,KULUNDJI,CLUBER,Unknown
POINT (29.10004166666667 -4.8770416666666705),10,DR Congo,582852,2016-07-01,Unkonwn,-4.877,29.1,YUNGU,CLUBER,Unknown
POINT (21.48704166666667 2.1699583333333408),10,DR Congo,681669,2016-07-01,Unkonwn,2.17,21.487,LISALA,CLUBER,Unknown
POINT (20.64804166666667 -1.648041666666657),10,DR Congo,161243,2016-07-01,Unkonwn,-1.648,20.648,Monkoto,CLUBER,Unknown
POINT (18.621041666666656 4.323958333333337),30,DR Congo,65349,2016-07-01,Unkonwn,4.324,18.621,Zongo,CLUBER,Unknown
POINT (20.980041666666665 -5.440041666666659),10,DR Congo,4002,2016-07-01,Unkonwn,-5.44,20.98,Djoko-Punda,CLUBER,Unknown
POINT (22.032041666666657 -6.413041666666658),30,DR Congo,110136,2016-07-01,Unkonwn,-6.413,22.032,Kazumba,CLUBER,Unknown
POINT (21.331041666666664 -4.831041666666664),10,DR Congo,67336,2016-07-01,Unkonwn,-4.831,21.331,MWEKA,CLUBER,Unknown
POINT (25.833041666666674 -5.500041666666661),20,DR Congo,0,2016-07-01,Unkonwn,-5.5,25.833,Chutes Wolf ( Kabinda),CLUBER,Unknown
POINT (18.365041666666656 -6.23104166666667),30,DR Congo,52103,2016-07-01,Unkonwn,-6.231,18.365,Kamiji,CLUBER,Unknown
POINT (23.283041666666662 -6.650041666666667),30,DR Congo,0,2016-07-01,Unkonwn,-6.65,23.283,Kamiji (Kamiji),CLUBER,Unknown
POINT (29.341041666666655 -0.5400416666666672),30,DR Congo,0,2016-07-01,Unkonwn,-0.54,29.341,Katanda (Katanda),CLUBER,Unknown
POINT (23.19504166666667 -6.0730416666666684),30,DR Congo,0,2016-07-01,Unkonwn,-6.073,23.195,Kole (Kole),CLUBER,Unknown
POINT (23.59604166666665 -3.524041666666662),50,DR Congo,0,2016-07-01,Unkonwn,-3.524,23.596,Lodja (Lodja),CLUBER,Unknown
POINT (24.420041666666663 -3.3970416666666665),50,DR Congo,0,2016-07-01,Unkonwn,-3.397,24.42,Lomami (Katako-kombe),CLUBER,Unknown
POINT (22.74104166666666 -5.719041666666669),10,DR Congo,0,2016-07-01,Unkonwn,-5.719,22.741,Ludimbi,CLUBER,Unknown
POINT (25.262041666666647 -5.24004166666667),10,DR Congo,202826,2016-07-01,Unkonwn,-5.24,25.262,Ludimbu,CLUBER,Unknown
POINT (18.246041666666656 -2.797041666666658),80,DR Congo,0,2016-07-01,Unkonwn,-2.797,18.246,Lukenie (Lodja),CLUBER,Unknown
POINT (23.333041666666674 -6.933041666666668),20,DR Congo,0,2016-07-01,Unkonwn,-6.933,23.333,LUNDIMBI,CLUBER,Unknown
POINT (23.883041666666657 -3.433041666666668),10,DR Congo,0,2016-07-01,Unkonwn,-3.433,23.883,Shele (Lodja),CLUBER,Unknown
POINT (23.415041666666667 -10.405041666666662),10,DR Congo,0,2016-07-01,Unkonwn,-10.405,23.415,Tshiala,CLUBER,Unknown
POINT (24.512041666666647 -4.12404166666667),20,DR Congo,22750,2016-07-01,Unkonwn,-4.124,24.512,Wembonyama 2,CLUBER,Unknown
POINT (20.206041666666664 -6.257041666666666),30,DR Congo,0,2016-07-01,Unkonwn,-6.257,20.206,Kihombo,CLUBER,Unknown
POINT (29.194041666666664 -5.947041666666664),10,DR Congo,0,2016-07-01,Unkonwn,-5.947,29.194,KIJIYA,CLUBER,Unknown
POINT (27.670041666666663 -11.463624999999993),50,DR Congo,1714,2016-07-01,Unkonwn,-11.4636,27.67,Kipushi,CLUBER,Unknown
POINT (25.00104166666665 -9.10004166666667),30,DR Congo,0,2016-07-01,Unkonwn,-9.1,25.001,Kiswishi,CLUBER,Unknown
POINT (27.281041666666653 -5.375041666666661),10,DR Congo,2129,2016-07-01,Unkonwn,-5.375,27.281,Kongolo,CLUBER,Unknown
POINT (25.48504166666666 -7.469041666666669),10,DR Congo,565,2016-07-01,Unkonwn,-7.469,25.485,Lububu,CLUBER,Unknown
POINT (28.763041666666652 -5.692041666666668),50,DR Congo,1207,2016-07-01,Unkonwn,-5.692,28.763,Lukombo,CLUBER,Unknown
POINT (25.083041666666674 -10.916041666666658),10,DR Congo,0,2016-07-01,Unkonwn,-10.916,25.083,Musokatanda,CLUBER,Unknown
POINT (30.83804166666667 2.8589583333333337),50,DR Congo,797458,2016-07-01,Unkonwn,2.859,30.838,Aru,CLUBER,Unknown
POINT (22.183041666666668 -6.5490416666666675),20,DR Congo,3390,2017-07-01,UNDP / GEF / Government of RDC,-6.549,22.183,Mutefu,CLUBER,Unknown
POINT (21.33004166666666 -5.500041666666661),10,DR Congo,2820,2017-07-01,UNDP / GEF / Government of RDC,-5.5,21.33,Kaluebo,CLUBER,Unknown
POINT (21.760041666666666 2.0219583333333304),10,DR Congo,0,2016-07-01,Unkonwn,2.022,21.76,Limboyo,CLUBER,Unknown
POINT (22.86604166666666 -6.500041666666661),20,DR Congo,0,2016-07-01,Unkonwn,-6.5,22.866,Tshidibai,CLUBER,Unknown
POINT (26.367041666666665 -7.208041666666659),10,DR Congo,840000,2017-07-01,UNDP / GEF / Government of RDC,-7.208,26.367,Lukelenge,CLUBER,Unknown
POINT (21.416041666666672 -5.3500416666666695),10,DR Congo,0,2016-07-01,Unkonwn,-5.35,21.416,CHUTE VON FRANCOIS / Luebo,CLUBER,Unknown
POINT (23.145041666666657 -6.466041666666669),10,DR Congo,0,2016-07-01,Unkonwn,-6.466,23.145,LUEKESHI,CLUBER,Unknown
POINT (23.450041666666664 -4.966041666666669),30,DR Congo,0,2016-07-01,Unkonwn,-4.966,23.45,LUSAMBO (DIBAYA),CLUBER,Unknown
POINT (22.466041666666655 -6.190041666666659),10,DR Congo,0,2016-07-01,Unkonwn,-6.19,22.466,MOYO,CLUBER,Unknown
POINT (21.37604166666665 -3.4880416666666605),10,DR Congo,0,2016-07-01,Unkonwn,-3.488,21.376,NDEKESE,CLUBER,Unknown
POINT (22.133041666666657 -5.750041666666661),10,DR Congo,0,2016-07-01,Unkonwn,-5.75,22.133,TSHIBASHI,CLUBER,Unknown
POINT (28.760875 -5.6910416666666634),20,DR Congo,1207,2017-07-01,UNDP / GEF / Government of RDC,-5.691,28.7609,Lukombe,CLUBER,Unknown
POINT (26.890208333333334 -5.674791666666664),30,DR Congo,2129,2017-07-01,UNDP / GEF / Government of RDC,-5.6748,26.8902,Ilunga,CLUBER,Unknown
POINT (25.650041666666652 -7.616708333333335),30,DR Congo,1687,2017-07-01,UNDP / GEF / Government of RDC,-7.6167,25.65,Lukushi,CLUBER,Unknown
POINT (16.206625000000003 -3.554208333333335),30,DR Congo,17371,2017-07-01,UNDP / GEF / Government of RDC,-3.5542,16.2066,Mbankana,CLUBER,Unknown
POINT (15.166791666666654 -4.5887916666666655),10,DR Congo,584,2016-07-01,Unkonwn,-4.5888,15.1668,KASANGULU,CLUBER,Unknown
POINT (14.437375000000003 -5.560374999999993),10,DR Congo,0,2016-07-01,Unkonwn,-5.5604,14.4374,KIMPESE,CLUBER,Unknown
POINT (14.033291666666656 -5.700041666666664),30,DR Congo,0,2016-07-01,Unkonwn,-5.7,14.0333,NSONA BANGU,CLUBER,Unknown
POINT (13.000041666666647 -4.983291666666659),10,DR Congo,1750,2016-07-01,Unkonwn,-4.9833,13.0,Kizu,CLUBER,Unknown
POINT (14.707791666666651 -5.593291666666659),10,DR Congo,2334,2016-07-01,Unkonwn,-5.5933,14.7078,NSONAMPANGU,CLUBER,Unknown
POINT (17.241124999999982 -4.546875),10,DR Congo,0,2016-07-01,Unkonwn,-4.5469,17.2411,Kanga,CLUBER,Unknown
POINT (21.758624999999995 -4.038291666666666),10,DR Congo,0,2016-07-01,Unkonwn,-4.0383,21.7586,MBWANDU,CLUBER,Unknown
POINT (17.785124999999994 -3.0347083333333273),30,DR Congo,0,2016-07-01,Unkonwn,-3.0347,17.7851,MUNDUNDU,CLUBER,Unknown
POINT (17.866874999999993 -4.653624999999991),10,DR Congo,0,2016-07-01,Unkonwn,-4.6536,17.8669,SIMBA,CLUBER,Unknown
POINT (18.426375000000007 -4.42220833333333),30,DR Congo,0,2016-07-01,Unkonwn,-4.4222,18.4264,VANGA,CLUBER,Unknown
POINT (27.000041666666647 -4.97604166666666),30,DR Congo,1700,2017-07-01,UNDP / GEF / Government of RDC,-4.976,27.0,Agogo,CLUBER,Unknown
POINT (27.32004166666667 -4.195041666666668),10,DR Congo,4500,2017-07-01,UNDP / GEF / Government of RDC,-4.195,27.32,Munumi,CLUBER,Unknown
POINT (28.50620833333332 -8.531791666666663),30,DR Congo,0,2016-07-01,Unkonwn,-8.5318,28.5062,Elia,CLUBER,Unknown
POINT (27.693375000000003 -4.689291666666662),50,DR Congo,0,2016-07-01,Unkonwn,-4.6893,27.6934,KABAMBARE,CLUBER,Unknown
POINT (26.10004166666667 -2.633291666666665),50,DR Congo,0,2016-07-01,Unkonwn,-2.6333,26.1,KAILO,CLUBER,Unknown
POINT (26.61670833333332 -2.566708333333324),10,DR Congo,0,2016-07-01,Unkonwn,-2.5667,26.6167,KALIMA,CLUBER,Unknown
POINT (26.550375000000003 -4.8855416666666684),20,DR Congo,0,2016-07-01,Unkonwn,-4.8855,26.5504,Kibamba,CLUBER,Unknown
POINT (26.333041666666674 -5.866041666666661),30,DR Congo,0,2016-07-01,Unkonwn,-5.866,26.333,LUAMA,CLUBER,Unknown
POINT (26.57204166666665 -0.7500416666666609),10,DR Congo,0,2016-07-01,Unkonwn,-0.75,26.572,LUBUTU,CLUBER,Unknown
POINT (26.250041666666647 -4.266041666666666),20,DR Congo,0,2016-07-01,Unkonwn,-4.266,26.25,Matala,CLUBER,Unknown
POINT (17.956041666666664 -3.72304166666666),50,DR Congo,0,2016-07-01,Unkonwn,-3.723,17.956,BAGATA,CLUBER,Unknown
POINT (29.35004166666667 0.5869583333333424),10,DR Congo,2250,2017-07-01,UNDP / GEF / Government of RDC,0.587,29.35,Oicha Mbau (riv. Mamundioma / site Chochota),CLUBER,Unknown
POINT (29.520041666666657 0.254208333333338),30,DR Congo,1130,2017-07-01,UNDP / GEF / Government of RDC,0.2542,29.52,Kitsumbiro (riv. Kivirikuku),CLUBER,Unknown
POINT (17.37404166666667 -3.3220416666666637),50,DR Congo,2133,2017-07-01,UNDP / GEF / Government of RDC,-3.322,17.374,Nkanga,CLUBER,Unknown
POINT (29.452041666666673 0.4989583333333343),50,DR Congo,408440,2016-07-01,Unkonwn,0.499,29.452,Beni,CLUBER,Unknown
POINT (27.832208333333313 -1.5657916666666694),10,DR Congo,30368,2016-07-01,Unkonwn,-1.5658,27.8322,Ibanga,CLUBER,Unknown
POINT (25.846291666666673 -1.4015416666666596),10,DR Congo,0,2016-07-01,Unkonwn,-1.4015,25.8463,LOWA,CLUBER,Unknown
POINT (29.24370833333333 -0.1550416666666621),50,DR Congo,43567,2016-07-01,Unkonwn,-0.155,29.2437,Lubero,CLUBER,Unknown
POINT (26.516708333333327 -4.7167083333333295),20,DR Congo,0,2016-07-01,Unkonwn,-4.7167,26.5167,LUME,CLUBER,Unknown
POINT (29.333041666666674 -0.5170416666666569),80,DR Congo,0,2016-07-01,Unkonwn,-0.517,29.333,TALYA SUD,CLUBER,Unknown
POINT (25.863875000000007 -1.677708333333328),10,DR Congo,0,2016-07-01,Unkonwn,-1.6777,25.8639,ULINDI,CLUBER,Unknown
POINT (25.24104166666666 0.6909583333333416),30,DR Congo,1356,2017-07-01,UNDP / GEF / Government of RDC,0.691,25.241,Bagbugbuzi (riv. Yame),CLUBER,Operating
POINT (26.966708333333315 -6.800041666666658),20,DR Congo,1462,2017-07-01,UNDP / GEF / Government of RDC,-6.8,26.9667,Bale,CLUBER,Unknown
POINT (15.141874999999999 -4.412125000000003),20,DR Congo,3600,2017-07-01,UNDP / GEF / Government of RDC,-4.4121,15.1419,Tsé,CLUBER,Unknown
POINT (26.650041666666652 -6.666708333333332),10,DR Congo,1280,2017-07-01,UNDP / GEF / Government of RDC,-6.6667,26.65,Lyenge,CLUBER,Unknown
POINT (28.797208333333316 -2.24004166666667),40,DR Congo,150,2017-07-01,UNDP / GEF / Government of RDC,-2.24,28.7972,Luiro/Formulac,CLUBER,Unknown
