source,site_name,developer,country,longitude,latitude,status,date_commissioned,customers,geometry
CLUBER,KLABE AZAFI,Unkonwn,Togo,1.0333,7.5667,Unknown,2018-07-01,0,POINT (1.0333 7.5667)
CLUBER,LOM-NAVA,Unkonwn,Togo,1.35,7.4333,Unknown,2018-07-01,0,POINT (1.35 7.4333)
CLUBER,OTANDJOBO,Unkonwn,Togo,0.7,7.5833,Unknown,2018-07-01,0,POINT (0.7 7.5833)
CLUBER,TODOME,Unkonwn,Togo,0.7,7.3333,Unknown,2018-07-01,0,POINT (0.7 7.3333)
CLUBER,ZOMENOU,Unkonwn,Togo,0.6835,7.5057,Unknown,2018-07-01,0,POINT (0.6835 7.5057)
CLUBER,ZONGO YEYE,Unkonwn,Togo,1.6,7.8167,Unknown,2018-07-01,0,POINT (1.6 7.8167)
CLUBER,Takpapiéni / Nganbi,Unkonwn,Togo,0.8,10.18,Operating,2018-07-01,0,POINT (0.8 10.18)
CLUBER,Fare,CEET,Togo,0.4,10.1833,Operating,2016-07-01,0,POINT (0.4 10.1833)
CLUBER,Gando,CEET,Togo,0.7447,10.3325,Operating,2016-07-01,254,POINT (0.7447 10.3325)
CLUBER,Mogou,CEET,Togo,0.6439,10.3839,Operating,2016-07-01,31,POINT (0.6439 10.3839)
CLUBER,Nadjir,AT2ER,Togo,0.264,10.582,Unknown,2018-07-01,0,POINT (0.264 10.582)
CLUBER,Nandiki,AT2ER,Togo,0.4667,10.1667,Unknown,2018-07-01,0,POINT (0.4667 10.1667)
CLUBER,Takpamba,CEET,Togo,0.5653,9.9692,Operating,2016-07-01,0,POINT (0.5653 9.9692)
CLUBER,Dalagou,AT2ER,Togo,0.2667,10.9667,Unknown,2018-07-01,0,POINT (0.2667 10.9667)
CLUBER,Ganlore,AT2ER,Togo,0.3167,10.75,Unknown,2018-07-01,0,POINT (0.3167 10.75)
CLUBER,Kpeguibongue,AT2ER,Togo,0.2343,10.9838,Unknown,2018-07-01,0,POINT (0.2343 10.9838)
CLUBER,Tanninkaog,AT2ER,Togo,0.191,10.9629,Unknown,2018-07-01,0,POINT (0.191 10.9629)
CLUBER,Timangue,AT2ER,Togo,0.1889,10.983,Unknown,2018-07-01,0,POINT (0.1889 10.983)
CLUBER,Dapaong,CEET,Togo,0.2036,10.8678,Operating,2016-07-01,0,POINT (0.2036 10.8678)
CLUBER,Sabiegou,CEET,Togo,0.643,10.2451,Operating,2016-07-01,69,POINT (0.643 10.2451)
CLUBER,Sinda Village,Musika Development Initiatives,Zambia,31.76,-14.21,Operating,2017-07-01,60,POINT (31.76 -14.21)
CLUBER,Mashaba,SNV and Practical Action,Zimbabwe,29.05,-21.782,Operating,2016-07-01,0,POINT (29.05 -21.782)
